State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,Average House Price 2020/2021,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State Name,TotalPop,Men,Women,VotingAgeCitizen,Employed,TractId,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Population
MI,65943.5,18.8016854,0.522269039,9.87,Portage,220875.5,49.80250188,2.490125094,Kalamazoo County,122.5,1508.5,0.030177197,0.002450734,0.032627932,Michigan,259830,127247,132583,196596,128938,26077002409,5.13,75.98,12.34,0.19,2.14,0.01,53297.63,28354.56,18.75,21.75,37.35,19.32,22.62,6.26,14.45,81.5,7.62,1.75,3.22,1.81,4.09,20.05,83.22,10.71,5.91,0.15,7.35,47523
CT,82049.5,24.00900841,0.6669169,13,Middletown,239070.5833,54.68329455,2.734164728,Middlesex County,44,598.5,0.013017001,0.000957326,0.013974328,Connecticut,164110,80227,83883,128056,88344,9007594771,6.56,82.82,5.66,0.08,2.97,0,80730.36,41608.47,8.51,9.36,44.55,15.91,23.56,7.91,8.08,80.16,6.55,1.71,4.56,1.32,5.69,25.48,80.05,13.29,6.59,0.08,5.24,47333
TN,59854,43.57385521,1.210384867,7.25,Collierville,400365.4167,36.21222592,1.810611296,Shelby County,77.5,623.5,0.012022021,0.001495156,0.013517177,Tennessee,937847,446846,491001,665480,430218,47157031466,5.73,33.18,57.45,0.11,1.95,0.02,48214.45,25762.84,24.78,35.16,30.95,20.29,24.24,7.08,17.43,80.44,10.46,2.56,1.96,1.67,2.92,22.51,81.52,13.32,5.07,0.08,10.46,47333
OK,57508.5,19.50561968,0.541822769,7.25,Stillwater,186218.4583,63.90709528,3.195354764,Payne County,142.5,1130,0.022239349,0.002804619,0.025043968,Oklahoma,80634,41317,39317,60719,36377,40119010765,4.69,77.07,4.02,5.15,4.18,0.06,37746.71,21056.65,30.45,24.69,37.58,19.15,22.91,10.79,9.54,78.89,9.52,1.11,5.28,2.13,3.06,17.51,69.25,25.52,4.74,0.48,4.99,47186
RI,79450,38.11399272,1.05872202,12.25,East Providence,294922.8333,94.76617445,4.738308722,Providence County,89,351,0.007267781,0.001850497,0.009118278,Rhode Island,633704,307512,326192,449011,307175,44007010527,21.47,61.65,8.57,0.37,4.17,0.07,54541.77,28587.06,17.62,22.92,33.8,21.38,23.94,7.27,13.62,76.8,9.39,3.75,4.9,1.78,3.38,24.32,85.41,10.46,4.07,0.07,7.99,47149
IN,70057.5,24.6279447,0.684109575,7.25,Lawrence,199436,,,Marion County,158.5,966,0.01936247,0.003177045,0.022539516,Indiana,939964,452538,487426,653701,450798,18097346746,10.02,54.71,29.68,0.21,2.49,0.03,47193.29,25659.37,21.78,30.1,32.14,19.11,24.92,8.05,15.78,80.81,9.59,2.7,2.04,1.77,3.09,23.03,85.92,9.58,4.38,0.12,8.95,47135
WI,70248,38.16464394,1.060128998,7.25,Wauwatosa,282332.0417,66.79044947,3.339522473,Milwaukee County,68,1194,0.024632175,0.001403232,0.026035407,Wisconsin,956586,462784,493802,679917,454524,55079057964,14.34,48.35,30.35,0.46,3.83,0.01,47269.11,25770.65,23.22,29.17,32.79,22.23,22.56,5.87,16.55,73.86,9.64,7.54,3.89,1.61,3.47,22.67,85.11,11.17,3.61,0.11,8.46,47134
OH,62943.5,18.98907815,0.527474393,9.3,Mentor,219094.75,27.39881839,1.369940919,Lake County,62,571.5,0.012111452,0.001314093,0.013425545,Ohio,229701,112214,117487,177462,117678,39085216680,3.93,88.85,4.01,0.16,1.16,0,61891.41,31373.53,8.4,11.02,35.79,16.62,23.94,7.51,16.15,86.89,7.25,0.9,1.4,0.42,3.13,23.43,85.91,9.96,4.05,0.08,5.05,46979
CA,81426.5,31.42376272,0.872882298,14,Ceres,358979.9167,115.2692538,5.763462688,Stanislaus County,190,898,0.018316064,0.003875337,0.022191401,California,535684,264824,270860,331295,219505,6099001949,45.56,43.72,2.46,0.43,4.74,0.5,53850.29,23548.38,18.23,23.47,25.54,18.09,23.32,15.71,17.33,79.62,11.36,0.83,1.8,1.82,4.57,27.58,79.94,13.17,6.69,0.2,12.29,46714
TX,69501.5,24.64076451,0.684465681,7.25,Cedar Hill,244282.9167,81.52992813,4.076496407,Dallas County,83,793,0.016602462,0.00173771,0.018340173,Texas,2552213,1257751,1294462,1473599,1252101,48113016322,38.36,32.8,20.92,0.18,5.76,0.04,62102.28,32992.27,17.72,25.54,33.43,17.86,23.81,11.88,13.02,77.83,11.08,3.19,1.51,2.04,4.36,26.95,84.34,8.8,6.7,0.17,5.97,46663
OH,62943.5,18.98907815,0.527474393,9.3,Mansfield,101870.25,3.054715635,0.152735782,Richland County,203,1581,0.034391247,0.004415827,0.038807074,Ohio,121533,61682,59851,94439,50232,39139001804,1.89,84.11,9.19,0.17,0.63,0.01,43008.4,22418.83,18.02,25.67,24.83,20.37,23.99,8.01,22.79,81.72,11.18,1.5,1.95,1.08,2.57,21.69,83.01,11.72,5.17,0.12,8.79,46454
ID,73379.5,33.12013401,0.920003723,7.25,Coeur d'Alene,446433.9583,,,Kootenai County,190.5,743,0.013805699,0.003538849,0.017344549,Idaho,150128,74161,75967,113785,67680,16055038532,4.2,91.01,0.39,1.71,0.69,0.12,56033.8,29397.4,13.15,20.56,33.16,19.13,25.49,11.3,10.93,80.07,9.26,0.35,2.21,2.06,6.04,21.87,78.79,13.11,7.92,0.18,5.93,46402
CA,81426.5,31.42376272,0.872882298,14,San Luis Obispo,798129.75,137.8768689,6.893843443,San Luis Obispo County,207,1620,0.033946607,0.004337622,0.038284229,California,280119,142182,137937,214960,129277,6079029491,22.01,68.86,2.79,0.41,3.42,0.08,66916.04,34381.17,15.43,13.66,40.25,20.54,21.36,9.74,8.12,72.78,9.67,1.45,5.24,3.55,7.32,21.09,68.97,19.63,11.03,0.37,4.64,46377
ND,67995.5,43.45968724,1.207213534,7.25,Minot,279281.75,,,Ward County,141.5,739.5,0.015374892,0.002941907,0.0183168,North Dakota,69628,36366,33262,51715,36497,38101010639,5.31,85.14,3.09,2.33,1.44,0.1,65126.31,33146.69,8.58,10.5,32.03,17.55,24.67,12.86,12.92,82.16,10.42,0.33,2.58,0.73,3.78,19.47,76.15,17.35,6.35,0.14,2.81,46321
CA,81426.5,31.42376272,0.872882298,14,Palm Springs,493630.8333,140.2293655,7.011468277,Riverside County,257,1690,0.034523615,0.005250041,0.039773656,California,2355002,1171711,1183291,1487322,978726,6065072649,47.27,38.75,5.61,0.4,5.29,0.26,62735.91,26414.65,16.35,22.05,28.56,21.76,24.65,11.72,13.31,76.78,12.66,1.35,1.82,1.82,5.57,31.87,77.77,13.92,8.14,0.16,10.01,46281
AR,51966,48.05830217,1.334952838,11,Pine Bluff,54318.72348,32.54630697,1.627315349,Jefferson County,783,2158,0.053753231,0.019495834,0.073249065,Arkansas,71373,35154,36219,54374,26874,5069001418,1.81,33.8,62.42,0.26,0.67,0,37054.74,18764.08,26.18,40.11,24.98,22.97,21.09,7.16,23.79,86.38,6.95,0.32,1.57,2.47,2.31,20.78,67.16,28.25,4.43,0.15,10.49,46094
TX,69501.5,24.64076451,0.684465681,7.25,Texas City,168630.8333,,,Galveston County,209,1263,0.024163,0.003998469,0.028161469,Texas,321184,158564,162620,225661,149076,48167726991,24.66,54.44,16.16,0.35,2.66,0.03,61494.42,31712.21,17.23,24.84,36.59,21.21,22.18,9.86,10.16,77.9,11.07,0.97,3.34,2.72,4,25.89,75.27,17.67,6.95,0.12,8.18,46081
SC,62850.5,29.95729706,0.832147141,7.25,Summerville,270761.25,,,Dorchester County,158,1282.5,0.023745017,0.002925135,0.026670152,South Carolina,151716,73919,77797,110532,70522,45035010636,4.63,65.41,25.2,0.43,1.75,0.01,59791.84,27660.08,11.79,16.3,36.63,16.61,25.8,9.06,11.9,85.67,7.91,0.55,0.81,1.04,4.01,29.04,76.66,18.32,4.79,0.24,6.2,46074
ID,73379.5,33.12013401,0.920003723,7.25,Twin Falls,267231.3333,,,Twin Falls County,265,854,0.016589488,0.00514348,0.021732968,Idaho,82248,40454,41794,55350,38869,16083000850,16.85,79.73,0.59,0.79,1.06,0.05,50100.29,22980.86,14.36,19.19,29.67,17.66,21.73,15.29,15.67,81.48,9.6,0.31,2.74,1.81,4.04,17.92,79.71,11.46,8.47,0.36,4.15,45981
IN,70057.5,24.6279447,0.684109575,7.25,Jeffersonville,179225,,,Clark County,,,,,,Indiana,114893,55952,58941,86607,56087,18019050572,5.37,82.97,7.36,0.08,0.67,0.02,52891.54,26382.81,10.75,15.86,29.51,17.77,26.01,7.81,18.92,84.94,8.67,1.22,1.02,0.95,3.2,23.68,86.11,9.89,3.96,0.04,5.79,45929
CA,81426.5,31.42376272,0.872882298,14,San Jacinto,351373.5417,146.6082938,7.330414689,Riverside County,98,1462,0.029369815,0.001968702,0.031338516,California,2355002,1171711,1183291,1487322,978726,6065072649,47.27,38.75,5.61,0.4,5.29,0.26,62735.91,26414.65,16.35,22.05,28.56,21.76,24.65,11.72,13.31,76.78,12.66,1.35,1.82,1.82,5.57,31.87,77.77,13.92,8.14,0.16,10.01,45851
AL,57086,38.1439473,1.059554092,7.25,Madison,285792.125,26.75623473,1.337811736,Limestone County,,,,,,Alabama,91695,45889,45806,68544,38944,1083020582,6.18,77.18,13.4,0.58,0.96,0.03,49581.88,25550.31,16.19,20.88,31.64,17.16,21.61,12.59,16.99,88.08,8.08,0.08,0.66,0.72,2.34,25.44,78.42,15.08,6.29,0.22,7.94,45799
PA,73360.5,47.61021431,1.322505953,7.25,Altoona,102118.375,23.40825367,1.170412684,Blair County,,,,,,Pennsylvania,124736,61106,63630,98433,56657,42013053274,1.2,94.51,1.6,0.01,0.62,0.03,45696.79,24359.59,17.27,23.44,29.39,19.58,25.91,8.82,16.29,81.63,9.14,1.34,3.79,1.46,2.66,19.98,82.89,12.03,4.89,0.2,6,45796
IN,70057.5,24.6279447,0.684109575,7.25,Columbus,198980.5,,,Bartholomew County,,,,,,Indiana,81024,40688,40336,55538,39722,18005010800,5.75,83.62,1.91,0.25,6.33,0.09,60001.6,30330.93,12.26,17.43,40.87,14.63,18.89,6.15,19.45,84.91,8.83,0.73,1.28,1.67,2.57,19.04,88.3,7.29,4.24,0.17,5.15,45775
OH,62943.5,18.98907815,0.527474393,9.3,Beavercreek,244604.375,51.92540527,2.596270263,Greene County,24,802.5,0.016675052,0.000498389,0.017173441,Ohio,164825,81014,83811,126746,77038,39057227326,2.69,84.59,6.81,0.11,2.56,0.02,65324.69,32040.2,13.51,18.82,42.93,16.67,22.84,6.59,10.98,82.67,8.08,0.39,3.85,0.82,4.19,21.34,75.27,19.42,5.15,0.15,6.14,45712
FL,60097,25.52712219,0.709086727,10,Apopka,284305.2917,91.36951654,4.568475827,Orange County,247,1395,0.025436709,0.004503847,0.029940557,Florida,1290216,633835,656381,878929,642687,12095020018,28.41,43.52,20.53,0.12,4.41,0.06,54306.46,28229.03,17.83,24.15,35.39,21.39,26.1,7.62,9.5,78.27,9.83,3.21,1.45,2.31,4.92,27.15,86.27,8.97,4.6,0.16,7.08,45587
IL,78529,33.27867744,0.924407707,12,Elmhurst,449360.875,58.26887652,2.913443826,DuPage County,,,,,,Illinois,931826,457327,474499,646717,486850,17043843615,13.81,68.36,4.35,0.06,11.31,0.03,90952.52,42366.41,6.68,8.44,46.04,12.76,25.55,5.35,10.29,77.3,7.01,6.9,1.61,1.08,6.1,29.32,86.56,9.17,4.11,0.17,5.17,45556
AZ,70520.5,40.35643342,1.121012039,12.8,Maricopa,281702,92.43920486,4.621960243,Maricopa County,104,528.5,0.009746726,0.00189428,0.011641006,Arizona,4155501,2055464,2100037,2778337,1929015,4013299094,29.54,57.41,4.94,1.76,3.78,0.19,64354.89,30761.27,16.13,21.52,36.47,18.39,26.72,8.7,9.73,75.7,10.83,2.32,1.72,2.67,6.75,25.7,82.69,10.95,6.22,0.14,6.34,45508
NM,53373,9.546144564,0.265170682,11.5,Farmington,170294.375,,,San Juan County,497,1097,0.024947127,0.01130239,0.036249517,New Mexico,128221,63529,64692,89913,51379,35045228983,20.43,41.8,0.44,34.74,0.58,0.06,50266.97,22902.58,20.15,25.95,27.9,20.36,22.48,16.44,12.81,83.45,10.19,0.37,1.98,1.05,2.96,25.53,75.45,20.27,4.03,0.25,9.68,45426
IL,78529,33.27867744,0.924407707,12,Glenview,534976.7083,38.76781671,1.938390835,Cook County,,,,,,Illinois,5238541,2540704,2697837,3538445,2521437,17031565847,23.6,39.57,28.68,0.1,6.22,0.02,61411.29,33055.12,17.98,22.98,36.99,19.71,23.74,5.89,13.68,59.81,8.1,21.04,4.17,2.44,4.44,33.64,83.43,12.01,4.44,0.12,10.37,45417
OH,62943.5,18.98907815,0.527474393,9.3,Cleveland Heights,150182.4583,0.858928254,0.042946413,Cuyahoga County,119,525,0.012022907,0.002725329,0.014748236,Ohio,1257401,599033,658368,957130,587730,39035153359,5.78,51.59,37.47,0.16,2.5,0.02,48931.75,27743.21,22.37,30.5,35.18,21.72,23.63,5.41,14.05,76.15,8.13,7.45,3.23,1.41,3.62,24.67,83.35,12.53,4.02,0.09,11.49,45394
UT,87782,55.97889494,1.554969304,7.25,Draper,661001.6667,82.93446571,4.146723285,Salt Lake County,67,1117.5,0.022578159,0.001353874,0.023932034,Utah,1106700,555589,551111,718732,564689,49035114540,17.24,72.59,1.68,0.71,3.91,1.45,72047.07,31394.6,11.15,13.42,39.51,14.93,26,7.71,11.84,74.44,11.42,4.09,2.52,2.01,5.53,21.69,82.02,13.18,4.66,0.14,4.32,45285
CA,81426.5,31.42376272,0.872882298,14,Lincoln,546660.75,112.9898178,5.649490888,Placer County,38,556,0.011373167,0.000777303,0.012150469,California,374985,183021,191964,275790,170791,6061032845,13.2,76.13,1.23,0.35,5.47,0.16,82083.36,39896.9,9.03,10.16,43.22,16.45,25.8,8.02,6.52,78,7.78,1.62,1.73,1.9,8.99,26.7,74.89,14.98,9.92,0.22,5.7,45237
AZ,70520.5,40.35643342,1.121012039,12.8,Sierra Vista,218441,,,Cochise County,93,752,0.017403548,0.002144779,0.019548327,Arizona,126516,64094,62422,92064,43404,4003001092,37.09,54.16,3,0.85,1.81,0.36,46720.84,23393.12,19.99,26.51,32.33,25.05,23.7,10.85,8.05,78.45,10.74,0.42,3.02,2.92,4.45,20.34,63.02,29.76,6.79,0.43,8.64,45129
WA,86402.5,40.24041857,1.117789405,14.49,Lacey,386902.2083,110.666816,5.5333408,Thurston County,98,1482.5,0.027104146,0.001789314,0.028893461,Washington,269885,132099,137786,202828,122976,53067031240,8.15,76.62,2.59,1.46,5.36,0.77,67497.59,32490.61,11.99,15.89,41.28,16.51,23.85,8.29,10.07,79.13,9.45,1.71,2.46,2.38,4.87,25.59,64.02,29.82,5.95,0.22,7.78,44919
MS,46939.5,23.50186048,0.652829458,7.25,Biloxi,168705.1667,,,Harrison County,181,2366,0.051082756,0.003907852,0.054990608,Mississippi,200491,98928,101563,147304,84351,28047045251,6.5,60.44,26.69,0.46,3.08,0.02,43853.23,22491.4,22.96,34.75,28.19,25.18,23.62,11.47,11.56,81.32,9.79,1.17,4.06,1.33,2.33,22.08,75.33,18.85,5.58,0.24,10.12,44820
OH,62943.5,18.98907815,0.527474393,9.3,Strongsville,260680.875,26.08363095,1.304181548,Cuyahoga County,36.5,505,0.011304752,0.000816314,0.012121066,Ohio,1257401,599033,658368,957130,587730,39035153359,5.78,51.59,37.47,0.16,2.5,0.02,48931.75,27743.21,22.37,30.5,35.18,21.72,23.63,5.41,14.05,76.15,8.13,7.45,3.23,1.41,3.62,24.67,83.35,12.53,4.02,0.09,11.49,44730
TX,69501.5,24.64076451,0.684465681,7.25,Wylie,310395.4167,84.9303249,4.246516245,Collin County,43,339.5,0.006162336,0.000779007,0.006941342,Texas,914075,448915,465160,584404,474671,48085031221,14.95,59.03,8.99,0.3,13.89,0.08,95178.67,42886.86,7.08,8.47,53.07,12.15,24.13,5.04,5.6,81.21,7,1.07,0.84,1.26,8.62,28.24,84.13,9.46,6.27,0.15,4.22,44575
NJ,89051,34.3871061,0.955197392,13,Sayreville,380374.0417,78.31731348,3.915865674,Middlesex County,55,260,0.00587146,0.00124204,0.0071135,New Jersey,837288,412127,425161,540851,408838,34023004905,20.3,46.47,8.73,0.13,22.51,0.02,87697.93,37318.7,8.24,9.35,44.73,13.66,23.54,6.66,11.4,72.93,8.57,9.43,2.44,2.33,4.3,33.07,83.13,12.94,3.8,0.13,6.3,44412
NC,63071.5,26.51571345,0.736547596,7.25,Kannapolis,184823.7083,58.02714476,2.901357238,Cabarrus County,129,1341.5,0.02561077,0.00245872,0.028069491,North Carolina,196716,95708,101008,136198,95894,37025041701,11.27,67.28,16.84,0.29,2.38,0.04,62240.16,27815.84,13.09,17.94,34.37,17.84,24.89,10.48,12.42,82.74,10.61,0.82,0.61,0.74,4.48,27.31,82.48,12.92,4.42,0.18,7.35,44359
VA,83160.5,30.43715185,0.84547644,11,Charlottesville,371674.2311,79.12725557,3.956362778,Albemarle County,209,1067,0.022494498,0.004405259,0.026899757,Virginia,105105,50283,54822,78224,50689,51003010787,6.08,76.11,9.17,0.23,5.85,0.05,75028.67,38543.95,14.83,12.61,54.46,15.28,18.89,5.95,5.43,71.94,8.1,3.66,6.27,2.09,7.93,21.13,67.29,25.55,6.88,0.27,3.32,44349
CO,86321.5,19.56240955,0.543400265,12.56,Littleton,579123.8333,102.1584231,5.107921153,Jefferson County,73,1309.5,0.027575428,0.00153391,0.029109339,Colorado,564029,280635,283394,430864,305799,8059026211,14.9,78.91,1.06,0.51,2.54,0.06,80653.47,40134.15,7.77,9.88,45.87,14.78,24.27,7.57,7.52,77.99,7.7,3.29,1.5,1.51,8.01,27.5,79.95,13.34,6.55,0.16,4.38,44275
FL,60097,25.52712219,0.709086727,10,Titusville,200257.3333,83.30049895,4.165024948,Brevard County,295,1081,0.023039707,0.006287432,0.029327138,Florida,568183,277666,290517,445123,239195,12009089810,8.82,76.41,9.75,0.26,2.15,0.09,52591.49,30145.1,14.27,20.11,37.73,19.6,24.51,8.69,9.47,80.44,8.15,0.76,1.48,2.97,6.2,24.22,80.84,13.51,5.42,0.23,7.85,44206
NJ,89051,34.3871061,0.955197392,13,Hackensack,345289.4167,87.33629197,4.366814598,Bergen County,53,588,0.01303658,0.001176031,0.01421261,New Jersey,937920,454204,483716,637924,473672,34003030604,18.75,57.65,5.14,0.12,16.57,0.02,99831.24,46790.54,7.34,8.99,48.29,13.4,24.37,6.06,7.89,68.49,7.47,14.82,2.84,1.45,4.91,32.44,83.17,11.27,5.36,0.19,5.22,44113
CA,81426.5,31.42376272,0.872882298,14,Newark,1032958.875,191.3776252,9.568881262,Alameda County,119,1443,0.028898146,0.002383146,0.031281291,California,1629615,799649,829966,1056116,826310,6001433308,21.68,33.9,11.72,0.31,26.84,0.77,91677,42258.87,11.91,13.3,48.03,16.27,20.26,6.24,9.2,60.58,10.22,15.16,4.01,3.88,6.14,32.14,78.6,13.66,7.61,0.14,6.26,44096
MA,89239,38.43026286,1.067507302,14.25,Pittsfield,209379.0417,53.45435595,2.672717798,Berkshire County,308.5,661,0.01584728,0.007393434,0.023240714,Massachusetts,127751,61741,66010,102107,63947,25003919428,3.72,90.12,2.37,0.2,1.36,0.04,59755.05,34283.95,11.12,13.84,37.41,21.11,23.24,9.06,9.17,78.43,7.32,1.45,5.57,1.38,5.84,21.22,77.91,12.71,9.12,0.25,6.84,44057
PA,73360.5,47.61021431,1.322505953,7.25,York,192482.6667,0.257031191,0.01285156,York County,,,,,,Pennsylvania,442216,218524,223692,336393,222038,42133017080,9.01,80.5,6.8,0.09,1.32,0.02,60882.59,29006.76,12.67,17.17,31.63,16.55,23.56,9.29,18.97,83.01,8.65,1.34,2.62,1.17,3.21,26.44,84.6,10.47,4.76,0.16,6.3,43935
IL,78529,33.27867744,0.924407707,12,Lombard,281494.625,50.3213718,2.51606859,DuPage County,,,,,,Illinois,931826,457327,474499,646717,486850,17043843615,13.81,68.36,4.35,0.06,11.31,0.03,90952.52,42366.41,6.68,8.44,46.04,12.76,25.55,5.35,10.29,77.3,7.01,6.9,1.61,1.08,6.1,29.32,86.56,9.17,4.11,0.17,5.17,43907
MA,89239,38.43026286,1.067507302,14.25,Attleboro,389722.5833,85.94964905,4.297482453,Bristol County,134.5,555.5,0.012179157,0.002950688,0.015129845,Massachusetts,557016,269719,287297,416441,278538,25005645238,9.05,80,3.81,0.04,2.08,0.04,63352.94,30648.35,14.4,19.2,33.7,20.27,22.58,10.04,13.41,80.14,9.87,2.71,3.1,1.07,3.1,27,82.86,12.35,4.69,0.09,7.72,43886
VA,83160.5,30.43715185,0.84547644,11,Blacksburg,306768.6667,88.27947962,4.413973981,Montgomery County,32,292,0.006586847,0.000722092,0.007308939,Virginia,97692,50448,47244,77245,46955,51121020763,2.9,84.21,4.34,0.3,6.16,0.02,52555.47,28993.69,23.23,15.85,46.09,20.36,19.11,5.21,9.22,75.28,8.37,4.85,5.01,2.37,4.11,18.67,65.76,30.31,3.78,0.14,4.55,43609
OH,62943.5,18.98907815,0.527474393,9.3,Dublin,443170.9167,56.21690336,2.810845168,Franklin County,20,380.5,0.007595151,0.000399357,0.007994508,Ohio,1253507,611086,642421,894661,650022,39049010033,5.43,61.5,24.86,0.14,3.9,0.04,56988.76,29962.5,19.85,27.4,38.71,18.41,24.12,5.45,13.3,78.91,8.5,3.67,2.82,1.93,4.16,21.67,82.05,13.31,4.55,0.09,6.86,43607
TX,69501.5,24.64076451,0.684465681,7.25,Haltom City,193990.1667,106.0508046,5.302540231,Tarrant County,168,1244,0.028375912,0.003832117,0.032208029,Texas,1983675,971142,1012533,1270469,974947,48439113204,29.36,47.88,15.65,0.27,4.4,0.18,65586.95,30351.79,15.13,20.54,34.43,17.07,24.67,10.08,13.76,81.58,10.84,0.72,1.35,1.29,4.23,26.44,83.09,10.88,5.88,0.15,5.67,43580
CA,81426.5,31.42376272,0.872882298,14,Lompoc,416989.3333,87.94982916,4.397491458,Santa Barbara County,239,972,0.022649423,0.005569148,0.028218572,California,442996,221955,221041,281009,211793,6083034688,41.63,48.53,2.16,0.3,4.67,0.1,74578.14,35789.85,15.21,17.01,37.17,20.95,20.53,13.72,7.63,68.39,13.2,3.16,4.21,4.79,6.26,19.65,74.28,17.04,8.44,0.24,6.4,43509
CA,81426.5,31.42376272,0.872882298,14,El Centro,265985.5833,,,Imperial County,158,1003,0.022672815,0.00357159,0.026244405,California,179957,91963,87994,100556,59757,6025041265,77.52,15.56,2.75,1.49,1.18,0.08,46695.07,17330.87,24.41,32.58,23.2,23.87,22.79,15.91,14.23,79.11,9.4,0.83,3.02,3.35,4.29,21.31,70.04,24.03,5.74,0.21,16.17,43363
CA,81426.5,31.42376272,0.872882298,14,Danville,1933745.792,135.0462057,6.752310286,Contra Costa County,21,239,0.005334821,0.00046875,0.005803571,California,1123678,548675,575003,743847,535401,6013344766,24.32,46.41,7.87,0.24,15.84,0.42,98316.87,43925.37,9.63,11.62,43.46,17.76,23.13,7.8,7.85,67.34,11.57,10.75,1.76,1.99,6.59,36.47,77.42,13.46,8.95,0.18,6.85,43341
MO,64337.5,24.10954139,0.669709483,11.15,Jefferson City,176976.3333,,,Cole County,117,783,0.0185248,0.002771146,0.021295946,Missouri,76749,38820,37929,58348,36629,29051015187,2.67,80.73,12.25,0.33,1.44,0.05,55198.07,26768.47,13.67,19.98,35.81,17.27,26.01,8.59,12.34,84.49,9.61,0.45,1.42,1.39,2.6,18.46,68.29,26.74,4.77,0.23,5.09,43330
FL,60097,25.52712219,0.709086727,10,Cutler Bay,371785.8333,149.3113872,7.465569359,Miami-Dade County,114,814,0.018458887,0.002585151,0.021044038,Florida,2702602,1311997,1390605,1578079,1272735,12086028896,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47,43328
FL,60097,25.52712219,0.709086727,10,Oakland Park,278072.9167,166.899322,8.344966102,Broward County,258,1613,0.03533716,0.005652193,0.040989353,Florida,1890416,920265,970151,1247710,930561,12011061968,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72,43286
FL,60097,25.52712219,0.709086727,10,North Miami Beach,319304.3333,168.0271398,8.401356988,Miami-Dade County,318,1172,0.027083863,0.007348693,0.034432556,Florida,2702602,1311997,1390605,1578079,1272735,12086028896,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47,43250
NY,72392.5,38.80352163,1.077875601,13.2,Freeport,477996.0833,110.2693533,5.513467667,Nassau County,,,,,,New York,1363069,661718,701351,960860,682063,36059434648,15.94,63,10.05,0.12,8.88,0.01,111968.36,47631.16,5.73,7.08,45.52,16.01,25.31,6.3,6.86,68.32,6.74,16.73,3.08,1.09,4.05,35.63,78.54,15.93,5.38,0.15,4.88,43167
IL,78529,33.27867744,0.924407707,12,Moline,115810.7917,,,Rock Island County,229,1177,0.028825431,0.005590368,0.035046042,Illinois,146205,72053,74152,107083,68461,17161022313,13.83,68.98,11.61,0.26,2.64,0.03,49722.45,27010.92,16.08,23.22,27.36,20.86,22.59,8.36,20.83,81.21,9.1,2.14,2.74,2.43,2.4,19.05,84.52,11.32,4.08,0.08,8.25,43116
CA,81426.5,31.42376272,0.872882298,14,Coachella,300911.875,130.060011,6.503000552,Riverside County,139,715,0.015440764,0.003001771,0.018442534,California,2355002,1171711,1183291,1487322,978726,6065072649,47.27,38.75,5.61,0.4,5.29,0.26,62735.91,26414.65,16.35,22.05,28.56,21.76,24.65,11.72,13.31,76.78,12.66,1.35,1.82,1.82,5.57,31.87,77.77,13.92,8.14,0.16,10.01,43092
TN,59854,43.57385521,1.210384867,7.25,Smyrna,285762.2083,90.71623905,4.535811952,Rutherford County,197.5,1174.5,0.021849534,0.003672753,0.025522287,Tennessee,298456,147195,151261,212507,154929,47149040921,8.02,72.29,14.04,0.18,2.73,0.01,62796.52,27240.69,13.32,16.35,33.57,15.51,26.57,8.54,15.81,83.46,9.92,0.39,1.35,1.05,3.84,28.33,81.29,12.94,5.69,0.09,5.28,43060
UT,87782,55.97889494,1.554969304,7.25,Bountiful,446070.0833,79.02632369,3.951316184,Davis County,35,363,0.008225883,0.000793129,0.009019012,Utah,334977,168534,166443,217453,155828,49011126011,9.66,83.95,1.23,0.41,1.82,0.59,78187.72,28325.59,7.31,8,40.49,14.46,26.29,7.33,11.42,79.49,9.49,2.45,1.74,1.44,5.39,22.08,78.03,17.76,4.08,0.14,3.53,43023
WI,70248,38.16464394,1.060128998,7.25,Fond du Lac,145438.875,,,Fond du Lac County,127.5,780,0.018034171,0.002948148,0.020982319,Wisconsin,102082,49962,52120,77450,53195,55039041175,5.02,90.26,1.2,0.46,1.4,0,57971.6,28638.05,8.95,11.14,29.1,17.07,20.98,10.88,21.98,83.03,7.98,0.38,3.44,1.32,3.82,20.01,84.5,10.52,4.76,0.2,4.5,42970
