,State Abbreviation,Number of Cities,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,Average House Price 2020/2021,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Population
22,MN,20,0.7388810252644724,1.189456404628359,1.189456404628359,-0.1667542748452988,-0.17730857304208789,-0.42139968397713495,-0.42139968397713484,-0.1540768716310136,-0.1506574472024525,0.02658265088338088,-0.5302724632039177,-0.10757181785173912,-0.3610039529239058,-0.359689924644424,-0.3622530715283076,-0.3463593837169502,-0.317940869584951,-0.8669465159988125,0.9369264901050063,-0.2730465752771777,-0.002644258299480798,-0.0944118911168188,-0.4148075631305435,0.5892371627714347,0.7203486653769096,-0.911985163583487,-0.8481967002488912,0.8393883833570138,-0.8530089925532008,-0.37765452614144673,-0.7759165163119198,-0.20850463062640734,0.056525697812284635,-0.6889722636746731,0.13880280602904937,-0.1150223127431268,-0.1579596474148519,0.163809577975646,-0.48948971804575336,0.8424199115374975,-0.5435263031108614,-0.8081798094617382,-0.8729145733735375,-1.1849377623783215,-0.15179574573521065
23,MO,8,-0.9158517183660068,-0.8155037627363508,-0.8155037627363505,0.1252064001290851,-0.7084221144681124,-0.6679227875451567,-0.6679227875451564,0.30016274245561964,0.2569059567615084,1.2340151789808596,0.8700810526983664,1.2308071716413964,-0.5052506900747269,-0.5068887540928174,-0.5036245329881375,-0.5076257860812072,-0.503158518731022,-0.8940340045804185,0.8123427039936022,0.2809774920537055,-0.007810508114174023,-0.6553819732630306,0.12565393058414723,-0.9061742011381407,-0.711406846140285,0.6247097172603913,0.35362487767709305,-0.33572066320120497,0.25839238445996604,0.5821242053994774,-0.1498055545251477,0.25864819580352094,0.5304587959601312,-0.0014103812625604478,-0.4387974829370182,-0.05884932421139487,-0.385962001711821,-0.4987816112424843,-1.0639819416620822,-0.06616647665959574,0.30051454489151797,-0.542322708339285,0.2791778994445514,-0.5406641477082191,0.0003575507659412114
24,MS,6,-2.59956901951424,-0.8844326582500793,-0.8844326582500791,-1.263387054017375,-0.8412336539041863,,,-0.22304595481523276,-0.14733475778672434,1.6938740579726574,-0.15847215504384227,1.3588351739371967,-0.5853196043413922,-0.5860067541381524,-0.584610476916157,-0.6033622836039344,-0.5941043286828176,-0.9883855960228997,-0.3217088051461163,2.409380694597969,-0.16535785606675849,-0.7211550484648904,-0.4410846361665277,-1.2558526420606595,-1.2570298827164887,1.537993370829464,1.8281517325706307,-1.034918000518075,1.211281587795346,0.39170684740614564,0.5441091020996206,0.48441937676247543,0.8041288009898863,0.30270447999292266,-0.6121343559775748,-0.1563922973162347,0.46232193193874993,-1.871223916418984,-0.833882706390748,-0.7363200540319347,1.0603927906307271,-0.6330604923329152,0.07196702303842017,1.4204388472596274,-0.17104441195109565
25,MT,4,-1.123243727583196,-0.0219569387842215,-0.0219569387842216,-0.5690903269441453,-0.11216515618280472,,,-0.1147522235234342,-0.08799039445299431,1.0660965568656717,0.44127530560448186,0.9874774571770039,-0.606890452825223,-0.6051790001094527,-0.6085074887568404,-0.6259942300956717,-0.6051330287774527,-0.9909625784225138,1.584012686721696,-0.9264312936438786,1.3444902879751437,-0.8152479992032153,-0.31860675337168637,-0.6718347328726129,-0.16901057614814063,-0.17964583387778674,-0.5355651473345597,0.006224221631306828,0.5267972014594485,-0.6161883230042244,0.9034157590468521,-0.7347450004158791,-0.179576979938599,0.07802075825168672,-0.5403896494374163,1.516053050591873,0.9631845314412307,0.49728524343646135,-1.7347677948289357,-0.8347742593074186,0.4133383531935104,1.078521260562158,1.1909057556315281,-1.0930984699832342,-0.17669770630938764
26,NC,22,-1.0383707494761147,-0.5425730520489205,-0.5425730520489206,-1.263387054017375,-0.4748988781060877,-1.0069153288911914,-1.0069153288911912,0.023974773081931876,0.026441742840605915,0.39099206082966986,0.37787774118292683,0.4150110752552212,-0.47055385392343185,-0.4732520178878214,-0.4679014303056158,-0.47801777919661104,-0.46593703715329404,-0.6712355322624804,0.13565693678675872,1.0072770894034224,-0.11196058115977271,-0.4461637406824167,-0.3265020218493703,-0.4788356446387596,-0.2916479887857962,0.21537529184917714,0.29346431757053,0.17849255647635226,-0.2959969327579948,-0.17097540036339354,-0.15012631630787118,0.07357446928236228,0.41818572925593306,-0.1133698209007396,-0.4569099364923039,-0.19212983246017323,-0.3889584978029168,0.3297136532016227,-0.5782950149587236,-0.04531023873495859,0.24410264074052188,-0.44622523982734175,-0.24450049729094359,0.18828639645213885,0.0616855600515235
27,ND,4,-0.5618433330573367,1.3793721329531563,1.3793721329531563,-1.263387054017375,-0.4240796911901019,,,-0.190324107950085,-0.14239683081258944,0.3981796073377062,-0.22721417193801755,0.27306519605146173,-0.6124732029640239,-0.6102359211867044,-0.6146001259340488,-0.6344974168378993,-0.6073715103953987,-1.0249495727117663,1.5060044228582021,-0.7303165795444508,1.0359115828272456,-0.7076193306910812,-0.29188430621644823,-0.204335812754709,0.11323812639407368,-0.627725626410113,-1.0076984443962074,-0.153566298689827,-0.2645727415074126,-0.007939682213229785,0.8954769049244501,-0.16773680595039045,0.7716782500090206,-0.42380588017477383,-0.6110263296217422,0.23672058926708955,-0.628058220382082,-0.6829600107868932,-1.8075417317291134,-0.7560847819202577,1.001803584916008,-0.44697894546272954,-0.09380167808648461,-1.9928438218741875,-0.1734411970465709
28,NE,4,0.296564096600373,1.5889103842555503,1.588910384255549,-0.6403002476696046,-0.6022534665763217,-0.68023909849037,-0.6802390984903699,0.13801430486493196,0.31916548180286025,0.03126320574335703,-0.10130659316805705,0.0011227882784103985,-0.5360145122004385,-0.5342042980290397,-0.5377325111799114,-0.5522646551380376,-0.5257983326343424,-0.45052560914491596,0.9052643124192348,-0.5147558916841095,-0.08809682280197562,-0.5365173448512779,-0.17831390580668632,-0.08387129314602138,-0.24902505007651357,-0.5915748151230038,-0.5474277929893749,0.017150069174632243,-0.7058106103850985,-0.02048089130170408,0.163338135858487,0.36701836266381915,0.8600589315200469,-0.1313211234587598,-0.5615806534927141,-0.3838291793295295,-0.5371300631350356,-0.9836594386144992,-1.45896512092464,0.19151385422089157,0.20075454597186143,-0.9071162358669754,-1.088413884835914,-1.1968255895665179,0.2023190598838365
29,NH,3,1.6589350764207123,1.291719012525188,1.2917190125251894,-1.263387054017375,-0.26131389894533213,0.07660650289162177,0.07660650289162156,-0.2023513344020069,-0.26209694011330603,-0.5851715706588592,-0.44106728949897694,-0.5904792166720988,-0.5151244454472595,-0.5134745527763355,-0.5166883696715783,-0.5161357685056128,-0.49938480869702095,-0.9213840536329284,1.530180186550102,-0.8183751202986594,-0.24448060097647598,-0.47803778747899495,-0.4499921185516071,0.5513677062065107,0.4312996781194686,-1.1590474186167037,-1.078761340747434,0.3221633130924663,-0.7787547924870104,0.20108046926133868,-0.06277219081288862,-0.10817621821169492,0.5179437370494216,-0.4337038414849608,-0.596621986995919,0.03771331750545664,-0.7227750508477554,0.6897328772461294,0.3097579541709791,0.15771062801936478,-0.1680011643204399,0.004406985063958239,-0.3700828466279926,-1.0573572902017285,-0.14628550032323168
30,NJ,22,1.4758339651566326,0.3502744813059971,0.3502744813059969,0.7838981668395854,-0.13167940074207624,-0.12447475298023218,-0.12447475298023218,-0.14851981535288059,-0.2679385955468495,-0.6549074553913131,-0.06349982288703596,-0.5557404933572123,-0.3821040742848334,-0.3828883730977617,-0.38131534898824154,-0.4070640940902179,-0.3745758185169452,0.560013948719607,-0.8948354734004866,0.37974009476689546,-0.2244248891651358,0.6985063941629194,-0.40909867669283356,0.42163013761569795,0.32902329601803104,-0.10998200973480507,-0.014101731588862172,-0.017613991190493946,0.007851448791563116,-0.2161237530819001,-0.5226911269409998,0.5221847379410641,-2.0921760070329776,-0.26372885134911966,2.543675799936634,1.1192862015624103,0.40418301927472916,-0.8840185827570791,1.2266712065773004,0.5987142676142428,-0.18840661864491537,-1.0368792227595736,-0.5082234308987468,0.32284558120267,-0.13324502833283675
31,NM,6,-1.9769574976762607,-2.46742147379487,-2.4674214737948703,0.24982376139863907,-0.5287091497492499,,,1.2908750881673705,1.2047648366851378,1.0473902680808438,2.329159668487226,1.4334161333288447,-0.5680570725459615,-0.5675014719728096,-0.5685552181383594,-0.5858470685135816,-0.5759248198726247,1.174334727276026,-0.7181233486354412,-0.8251329409673458,5.60129396411794,-0.7960614477956799,-0.33864858873811493,-0.7816946608103673,-0.7268365047020251,0.6396139991068309,0.7315913637550403,-0.3349808922737921,0.5491270531232995,-0.681820650567239,1.4403175230285588,-0.4651097042991849,0.5821803226088139,0.004775844556306134,-0.5667052753884397,-0.261287755830987,-0.23630940957605703,-0.16024417207990427,-0.7372023554364059,-2.010129058871969,2.0049457962747756,0.31945594065605437,0.7074137106838889,0.2409799144699322,0.031144783406347926
32,NV,6,-0.9310940148903684,-1.616604386964358,-1.616604386964358,-0.3732630449491314,-0.052128113152707496,-0.036582574491814124,-0.036582574491813936,0.06185810174426068,0.16800839795306116,-0.1767420547732016,-0.06884989824055061,-0.16255321583067045,-0.11892093295909678,-0.10963569574615835,-0.12792319214862294,-0.11338024564302691,-0.13044476704433264,0.33015419100993,-0.09405723772748802,-0.4698646543849789,0.3233414507285551,0.05682018668997498,0.9395751335207745,-0.37583904128210976,-0.27135467070768754,-0.1921717728763904,-0.037559984987648454,-0.9652657224293758,2.4373393098184972,0.7069092358297944,-0.03101677432328065,-0.2776121140170817,0.18214144840101354,0.6877351749591821,-0.24620865196387068,-0.148549646212328,0.09254742580076096,-0.5371207882905041,-0.678491015038678,0.08012945313061633,0.11188105487081834,-0.45342731589882507,-0.1490579117947862,0.43600243892988844,0.3314808144888223
33,NY,14,-0.1363171246915024,0.8512259500948026,0.8512259500948023,0.8551080875650446,-0.014694329112837514,-0.08443366926841435,-0.0844336692684143,1.641669930791221,1.2347060894001556,-0.0428992902683776,0.565014200156183,0.10277662570541052,-0.2952021746509068,-0.30013980775538485,-0.2903891276508826,-0.29063812127359784,-0.2863641401524378,-0.44477428454415957,0.3526875675075649,0.05399451109519821,-0.09408089594640799,0.0518639738019228,-0.43026840755607415,0.736009740983938,0.7873110365943524,-0.49487819019526647,-0.48056120666570196,0.4873517223784573,0.23523313830574402,0.12858033672130237,-0.5651462400400213,-0.7430386356347795,-1.1408474213786068,-1.0244707322558126,1.6952909576738875,1.0681816536223427,-0.6550119241374566,-0.5942536795777492,0.6457535634616535,-0.48605479462890816,0.7189805947815396,-0.4434257617530443,-0.602948402970121,-0.2399720482420713,1.5910392524691854
34,OH,33,-1.0507581396673422,-1.3963149571076836,-1.3963149571076834,-0.5334853665814151,-0.7507073670226906,-1.419893186590182,-1.4198931865901816,0.016683774266542783,-0.028386244599741522,0.1033882920650215,0.1380718982259783,0.11912788511791576,-0.400216965157296,-0.4045643216711338,-0.39596916526471554,-0.37805769475053436,-0.4013803128420705,-0.9720042979560548,0.7459568834835072,0.536423740215083,-0.2167241728156339,-0.6526999179759873,-0.40950356225579176,-0.6612772349297751,-0.5280027049817626,0.4835370514924699,0.6855375948232728,-0.408916599228909,0.3158139363446433,-0.05795250391150879,-0.5718211399947875,0.9920233617964263,0.6701381300456246,-0.7097669805727107,-0.25378855953445256,-0.10202846580051768,-0.705967118750574,-0.8256099969275348,-0.5970877575574518,0.649192408678221,-0.3292294454027132,-0.8308663490869107,-0.6765037790103927,0.5508545304807355,-0.07332490244205102
35,OK,11,-1.576738340365161,-1.3377239490162738,-1.3377239490162736,-1.263387054017375,-0.7822163839111389,-0.8337068298470723,-0.8337068298470721,0.09322539163690641,0.23414579116577644,0.3288312105242807,0.16105615798965325,0.3107392289411649,-0.49909577511241987,-0.4985490227034617,-0.49959031578060425,-0.5111880566667906,-0.5029893215619491,-0.5892317973094031,0.3535980281035441,-0.12950369391591082,2.536916596555709,-0.5608529645381708,0.37435488763119285,-0.7784105925600554,-0.7299713255132442,0.5990236145037611,0.3329653869977331,-0.38884449294666334,-0.0968958553770444,0.06137900074851799,0.8188950292992591,0.1740866262079852,0.5814151219030911,0.646793607721592,-0.6138971251800357,-0.17047342088915818,-0.26124576785138337,-0.7159002662898264,-1.128462142670474,-0.8931616500191463,1.0599969176191408,-0.2595574774629657,0.554203244492689,-0.30269569971633464,0.05834523711061697
36,OR,14,0.7111061738200798,1.8902143333612675,1.8902143333612675,0.694885765932761,0.1564311426958804,0.4985623741722364,0.49856237417223637,-0.08829789026914914,0.15194101250624176,0.44927227329446,-0.37965174295167403,0.2779639905506132,-0.47729563101404854,-0.4759402562691769,-0.4785764733397841,-0.48067482589779953,-0.47323535210174755,-0.4842417077102197,0.9761345652102523,-0.8493862273905319,0.002063212574139385,-0.28144134291958983,0.4763860494966473,-0.22256911655947184,-0.12256346781594799,-0.06772781472389819,-0.3070276473724043,0.2518606869357117,-0.2205510339415359,-0.306062138259243,0.09088034029688138,-0.22699022201431193,-0.672838012303035,0.40974386159022685,-0.05614255956873485,0.7165227800168112,1.4226964689575543,1.15968312587956,-0.5364085668049984,-0.37379958443273864,0.12737665561003933,0.6280565258120552,0.2850982101990122,-0.17670350018164172,-0.03164934443814897
37,PA,12,-0.04263748637034529,1.8501640273078774,1.8501640273078788,-1.263387054017375,-0.6997564990588927,-0.8644150538381241,-0.864415053838124,-0.1657340295767225,-0.3148078232347946,-0.6540491943352622,0.5332708047319841,-0.40919028526998263,-0.4470396212362029,-0.449622108850138,-0.4445011542976762,-0.43337652027068935,-0.4522699894140519,-0.649001876224642,0.8887789058947054,-0.14411011521279313,-0.2421534614203078,-0.5378314922079585,-0.4299502831851785,-0.6561328292075509,-0.5013435454761287,0.2289534673804597,0.23573277538376236,-0.3562635328008949,0.19036076972410151,0.029265904749243194,-0.38944133636802336,0.804799433551849,-0.2605372282901777,0.2680616154072698,0.1375839770376335,1.3292999211800942,-0.32572209753565257,-0.7340789135175863,-0.3798366218179014,0.8130868387462286,-0.4957840179135971,-0.8628988385908918,-0.342454729773842,0.04751135434830237,0.2301761732739308
38,RI,6,0.5466829243287101,0.7730130831176237,0.7730130831176235,0.5168609641191123,-0.35773750567399415,0.039472789433747706,0.03947278943374773,-0.20007898392526055,-0.2514774224641123,-0.6807566489207854,-0.37645393225633655,-0.6535479941434215,-0.41083950350867676,-0.4138321107915701,-0.40790565140768154,-0.4054815563769966,-0.40782031765275484,-0.14401057051909708,0.4502161065488521,-0.3734622738255555,-0.1253310557006661,-0.36029018432042076,-0.3252873651604959,-0.4694532866051763,-0.2649413699273016,0.10527963929298134,0.11405592423865744,-0.3299732121497684,0.7944576900701366,0.19104750199055984,-0.3991443802954036,0.24531694511832525,0.26365546042120697,-0.1813058280752018,-0.17169387953413076,0.8876606308913472,-0.4499905791066161,-0.9991955757189256,-0.24465991293810285,0.9989122243130888,-0.5935646517753238,-1.0604953326683908,-1.3923231702315728,0.2899297911272121,-0.13674413560415077
39,SC,12,-1.0597583528531558,-0.1521962056595704,-0.1521962056595711,-1.263387054017375,-0.4137813669954115,-0.5964854379697114,-0.5964854379697112,-0.09734926508652379,-0.10847981674085058,1.0872332817498414,0.9426297757522641,1.1274394183697498,-0.5318661925210333,-0.5330847891524931,-0.5306451844743095,-0.5372875081187135,-0.5350074509808344,-0.9082560300877236,0.12080539318628658,1.5518270432124266,-0.16209986068812307,-0.7207608042578864,-0.32083362396795617,-0.6231174836343727,-0.3257086265349302,0.3488219469114005,0.5212271141429831,-0.30869057162266555,0.25139569760529296,0.18812121986991517,-0.03072274268911761,0.32788469129760034,0.4796232911812328,-0.1273619389346853,-0.5486998471061605,0.052908454019275804,0.14255791228663658,-0.20835608053232132,-0.43766904993422573,-0.3933004307738217,0.6120666050096516,-0.44099117291492657,-0.09380167808648454,0.13064844644876186,-0.1813329689997518
40,SD,2,-0.0117173991352114,1.084929281932271,1.0849292819322711,-0.3020531242236722,-0.473382012354423,,,0.020955793162825996,0.0768649747678237,0.7811756428331045,0.6537166398347377,0.8043303513083946,-0.5924286446542218,-0.5904241702118065,-0.5943310879771193,-0.6125375275468284,-0.5869567817015073,-0.9193419166370077,1.198177695357649,-0.7396258223023351,2.7686996963500574,-0.7395531114584177,-0.39209348304859115,-0.5368043399468585,-0.4441710634697641,-0.35802154746549636,-0.12816800227490413,-0.7299047566002415,0.1721991570375035,1.216082324821844,0.7252325887440514,0.09738306654712486,0.8065653611317948,-0.5871222417928529,-0.5952369540511282,0.1837826943157192,-0.5030320041673932,-0.7596383648829326,-1.7479514790499822,0.6852626172628611,-0.5646659219295503,-0.3640713255700726,-0.8397608331485567,-1.4194309810317667,-0.03823777019405321
41,TN,17,-1.3497490927595062,1.392322139801303,1.392322139801303,-1.263387054017375,-0.2894287852382423,-0.6541000505834629,-0.6541000505834628,0.27497617208211117,0.1336139517853292,0.3913285160259388,0.5434934112668203,0.4557627359647055,-0.47166478023544833,-0.47513037858265317,-0.46826752036234004,-0.4731827230516503,-0.47491127657969007,-0.9059736416805181,0.4455524060372131,0.9930615493631595,-0.20637026848016915,-0.6388585028224153,-0.3378626344100197,-0.36274032727034666,-0.3062249885676806,0.3501090500996413,0.5518108089908599,-0.15589607500421246,-0.3503719127240431,0.49990551405180383,-0.3604705724137241,0.5528716810397786,0.776271231025184,-0.42345654036382613,-0.5150191047898972,-0.5703228092562526,-0.4182548693223528,-0.3584699517576322,-0.4451553145428829,0.0015051700080690913,-0.052732258005711005,0.12492106783602945,-0.1718104786158517,0.022739334602041316,0.04284843111979625
42,TX,81,-0.416097945338677,-0.7552474301028702,-0.75524743010287,-1.263387054017375,-0.45694458068213123,-0.23764143538404167,-0.23764143538404162,0.1510275691130135,0.23778859400185678,-0.20003136772368083,-0.20524787159727712,-0.21510099939534782,-0.17986123586805694,-0.1789003107418081,-0.18078077159907036,-0.2202167857078462,-0.17525275785821612,0.8308127086976749,-0.6082206384719127,0.04556347125004095,-0.15994510183981922,-0.25823447404309835,-0.2546873195898668,-0.14450976120975761,-0.2792964516128826,0.2875957678211796,0.3848422561277984,-0.21898649694307148,-0.12215790978463285,0.16943327003067055,0.7104221064306543,-0.10454476641214336,0.5486263462438186,0.26413908999915886,-0.5055996737649328,-0.6207789066633038,-0.1602553027428792,-0.17769216357113576,-0.1282138013442064,-0.18422121686067672,0.031958692420635086,0.3783442336333078,0.23978225133770664,-0.4721458312349778,0.14480783811177236
43,UT,18,1.3530246045889174,2.7994186500575045,2.7994186500575045,-1.263387054017375,0.1336685295109167,-0.12175782626466658,-0.12175782626466655,-0.20184492486718913,-0.1466486040786719,0.053522148824575504,-0.5377897211932864,-0.08718337360435241,-0.3234599021984075,-0.3160256573624171,-0.3306510916030219,-0.3421145621835156,-0.3125218139512238,-0.35217888461120883,0.9970670659346977,-0.8796552220085837,0.020192737878382747,-0.5415549097185532,2.213345114587124,0.2799267072018392,-0.5359222070003244,-0.7055767156292823,-0.8573252885242155,0.25038656464812015,-1.2979982765104134,0.97556980385844,-0.16646734712771993,0.08204496092007213,-0.14878771996357987,1.093551588676833,-0.21278319022958836,-0.07567834637186131,-0.037277776490855424,0.4414887940506722,-0.8856799368414379,0.19194486074805134,0.16651153046967793,-0.859674653372844,-0.1951047732183708,-1.2518618265489092,-0.15834166551849616
44,VA,8,0.9057720751455006,-0.0977665532313146,-0.0977665532313151,0.0717989595849904,-0.26488033435364394,-0.2680797017236119,-0.2680797017236118,-0.22867002224518007,-0.28102318130182025,-0.312048368938217,-0.341294050590501,-0.34076469304523627,-0.5841050681546359,-0.5831203538561942,-0.5850184874649139,-0.609107317550558,-0.5821193968312519,-0.800314503160484,0.8672798963549843,-0.111355372175793,-0.2046865145660004,-0.1958903499996882,-0.3553501182101388,0.40905722937700306,0.17882009180907746,-0.6686331233928944,-0.9007651671363726,0.5735147120449049,-0.7071504014849295,-0.9278373688528061,-0.06027292192250287,-0.053238564178349185,0.4173248784619947,-0.3079997328455908,-0.34738530858083166,-0.13972666372043302,-0.45415811964710573,0.12291445579109161,0.08405328030666043,-1.1356783876259244,1.3468069145131534,-0.31225406313716214,0.23773572416332517,-1.1612786553273027,-0.21484421120032487
45,VT,1,-0.0544442176463589,0.990653260750661,0.9906532607506612,0.6236758452073018,-0.0151335424790673,0.4458304782743872,0.4458304782743871,-0.2448118261674963,-0.2772081865160805,0.5255781219024187,-0.2124579381001582,0.3817773933715153,-0.5857367050890907,-0.585386605339497,-0.5860341454155132,-0.5988299212586198,-0.5760905470365401,-1.0975913029952329,1.578786642900776,-0.7458319841409244,-0.1607035769544222,-0.3161348331359554,-0.4321771537814484,0.2026165325001284,0.5603578629872489,-0.4664739813268238,-0.711810168491815,1.4361445188640172,-0.7477907315131379,-1.3072089437791474,-0.8166693008069167,-0.9037508558765822,-0.7091965526024147,-0.7029283891220364,-0.2354053949945032,3.627686860318757,0.983643366821816,0.4130894036447315,-0.9748602363278068,-0.1149317865896679,0.1811588318983574,-0.0877125925945497,-1.5857199882106283,-1.3588263718370392,-0.2541272399697193
46,WA,28,1.2195214423326817,1.014212341967405,1.014212341967406,1.3144120762442586,0.5189292338447443,0.6292688940554877,0.6292688940554876,-0.0845276434577312,0.15222147995916163,1.0721549754630995,-0.1829595437772609,0.8399217705202676,-0.16114190019079902,-0.15345896900008277,-0.16858615290644338,-0.1317500135093305,-0.11765143543872639,-0.49834912348816207,0.5301727560877417,-0.652355365591122,0.23284896684441608,0.46700312377729775,1.331504358464267,0.576531197793937,0.6149786772610092,-0.6470921324567787,-0.6693467389437621,0.5772948601904752,-0.667913662132735,-1.0624762064240676,0.25885641244230806,-0.2538063092220898,-0.5517536307054909,0.2786665739538983,0.40869428288795107,0.3278914083500051,-0.016891106314434298,0.41480768608946084,0.36882085948126786,-0.44773919396956624,0.5762966507484936,-0.22431276632245084,0.04828578002057666,-0.49154777487183277,-0.07296739773557485
47,WI,20,-0.3438542986374955,0.7787584223790097,0.7787584223790096,-1.263387054017375,-0.6123587753185709,-0.7822783078395866,-0.7822783078395863,-0.04268625126090638,-0.1460497069115278,-0.24577238221393832,-0.23150831615770073,-0.25925580424659944,-0.4928781952707699,-0.493404028847612,-0.4923322949986283,-0.4951597151601904,-0.4872487342932471,-0.7738834157561383,1.0284459892128308,-0.26630254607924375,-0.024984798038695077,-0.4635821665555094,-0.38942123833306735,-0.36679437493697853,-0.23628872396971423,-0.25813114785637903,-0.31125946463865267,-0.297787486261722,-0.3133411375412622,-0.37238721832428784,-0.41284625444740114,1.281714175806098,0.5951826935479049,-0.8386294386846949,-0.3126902333138245,0.20525195171266386,-0.41846881792763996,-0.6441697845971319,-0.8871096341525202,0.9594566553696688,-0.5717916361380974,-1.051099135747223,-0.3341662947175967,-0.6910101974412928,-0.10182488646650927
48,WV,2,-2.2437702692169945,0.4964508016546851,0.4964508016546848,-0.729312648576429,-0.9334949847686467,-1.131365836123356,-1.131365836123356,-0.1704085791288865,-0.22354541385740925,1.2382147656738522,0.9378119410901348,1.2508243551068952,-0.5941710231674198,-0.5945335375354874,-0.5937762984729209,-0.6082308533833236,-0.6034481100575332,-1.1431017846186098,1.4709516899130048,-0.3399489998971723,-0.23051776363946697,-0.7876509047129246,-0.4054547066262102,-1.396334088573278,-0.8936666624037697,1.6321757476037742,1.672920540859048,-0.19248963056292345,0.872463305215854,1.685123544730775,-0.590853005769704,-0.7024919745645997,0.33874581388546143,-0.6316630676886931,-0.31601431238132216,1.5836959163630684,-0.2075154931144922,-1.222715483737446,-1.2343151417980054,-0.5405199459793767,1.1039388219051802,-1.206965461145418,-0.5082234308987469,-0.039510648597972896,-0.23205478755361456
49,WY,2,-0.3892424705100396,-1.6934323706838987,-1.6934323706838983,-1.263387054017375,-0.38840164596922433,,,-0.2365339780022059,-0.1932634279557866,0.7142929042860848,-0.4303569277867424,0.4842189978168747,-0.6176435820588563,-0.6158060067670776,-0.619382236723387,-0.6409767421272416,-0.6186785451458316,-0.5689695549083194,1.2922464841342158,-0.8248571115522974,0.0738720903073283,-0.8120940455471821,-0.31192614158287685,-0.14734889067676643,-0.06149457587355155,-0.973536676485486,-0.9151698082886481,-0.391886348228612,-0.5780838588678736,-0.0029231985778397987,1.527938950009144,0.0419078620829246,0.9082363706895905,-0.3109691212386466,-0.6351259028611005,-0.33383227854212427,-0.6303314243132582,-0.7355824106567241,-1.9726014581766174,-1.5579416395204029,1.7690054813695566,-0.33643545227252036,3.1386879938491603,-0.7271398683073802,-0.2004724411866178
