,State Abbreviation,State Name,Number of Cities,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,Average House Price 2020/2021,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Population
40,SD,South Dakota,2,-0.011717399,1.084929282,1.084929282,-0.302053124,-0.473382012,,,0.020955793,0.076864975,0.781175643,0.65371664,0.804330351,-0.592428645,-0.59042417,-0.594331088,-0.612537528,-0.586956782,-0.919341917,1.198177695,-0.739625822,2.768699696,-0.739553111,-0.392093483,-0.53680434,-0.444171063,-0.358021547,-0.128168002,-0.729904757,0.172199157,1.216082325,0.725232589,0.097383067,0.806565361,-0.587122242,-0.595236954,0.183782694,-0.503032004,-0.759638365,-1.747951479,0.685262617,-0.564665922,-0.364071326,-0.839760833,-1.419430981,-0.03823777
41,TN,Tennessee,17,-1.349749093,1.39232214,1.39232214,-1.263387054,-0.289428785,-0.654100051,-0.654100051,0.274976172,0.133613952,0.391328516,0.543493411,0.455762736,-0.47166478,-0.475130379,-0.46826752,-0.473182723,-0.474911277,-0.905973642,0.445552406,0.993061549,-0.206370268,-0.638858503,-0.337862634,-0.362740327,-0.306224989,0.35010905,0.551810809,-0.155896075,-0.350371913,0.499905514,-0.360470572,0.552871681,0.776271231,-0.42345654,-0.515019105,-0.570322809,-0.418254869,-0.358469952,-0.445155315,0.00150517,-0.052732258,0.124921068,-0.171810479,0.022739335,0.042848431
42,TX,Texas,81,-0.416097945,-0.75524743,-0.75524743,-1.263387054,-0.456944581,-0.237641435,-0.237641435,0.151027569,0.237788594,-0.200031368,-0.205247872,-0.215100999,-0.179861236,-0.178900311,-0.180780772,-0.220216786,-0.175252758,0.830812709,-0.608220638,0.045563471,-0.159945102,-0.258234474,-0.25468732,-0.144509761,-0.279296452,0.287595768,0.384842256,-0.218986497,-0.12215791,0.16943327,0.710422106,-0.104544766,0.548626346,0.26413909,-0.505599674,-0.620778907,-0.160255303,-0.177692164,-0.128213801,-0.184221217,0.031958692,0.378344234,0.239782251,-0.472145831,0.144807838
43,UT,Utah,18,1.353024605,2.79941865,2.79941865,-1.263387054,0.13366853,-0.121757826,-0.121757826,-0.201844925,-0.146648604,0.053522149,-0.537789721,-0.087183374,-0.323459902,-0.316025657,-0.330651092,-0.342114562,-0.312521814,-0.352178885,0.997067066,-0.879655222,0.020192738,-0.54155491,2.213345115,0.279926707,-0.535922207,-0.705576716,-0.857325289,0.250386565,-1.297998277,0.975569804,-0.166467347,0.082044961,-0.14878772,1.093551589,-0.21278319,-0.075678346,-0.037277776,0.441488794,-0.885679937,0.191944861,0.16651153,-0.859674653,-0.195104773,-1.251861827,-0.158341666
44,VA,Virginia,8,0.905772075,-0.097766553,-0.097766553,0.07179896,-0.264880334,-0.268079702,-0.268079702,-0.228670022,-0.281023181,-0.312048369,-0.341294051,-0.340764693,-0.584105068,-0.583120354,-0.585018487,-0.609107318,-0.582119397,-0.800314503,0.867279896,-0.111355372,-0.204686515,-0.19589035,-0.355350118,0.409057229,0.178820092,-0.668633123,-0.900765167,0.573514712,-0.707150401,-0.927837369,-0.060272922,-0.053238564,0.417324878,-0.307999733,-0.347385309,-0.139726664,-0.45415812,0.122914456,0.08405328,-1.135678388,1.346806915,-0.312254063,0.237735724,-1.161278655,-0.214844211
45,VT,Vermont,1,-0.054444218,0.990653261,0.990653261,0.623675845,-0.015133542,0.445830478,0.445830478,-0.244811826,-0.277208187,0.525578122,-0.212457938,0.381777393,-0.585736705,-0.585386605,-0.586034145,-0.598829921,-0.576090547,-1.097591303,1.578786643,-0.745831984,-0.160703577,-0.316134833,-0.432177154,0.202616533,0.560357863,-0.466473981,-0.711810168,1.436144519,-0.747790732,-1.307208944,-0.816669301,-0.903750856,-0.709196553,-0.702928389,-0.235405395,3.62768686,0.983643367,0.413089404,-0.974860236,-0.114931787,0.181158832,-0.087712593,-1.585719988,-1.358826372,-0.25412724
46,WA,Washington,28,1.219521442,1.014212342,1.014212342,1.314412076,0.518929234,0.629268894,0.629268894,-0.084527643,0.15222148,1.072154975,-0.182959544,0.839921771,-0.1611419,-0.153458969,-0.168586153,-0.131750014,-0.117651435,-0.498349123,0.530172756,-0.652355366,0.232848967,0.467003124,1.331504358,0.576531198,0.614978677,-0.647092132,-0.669346739,0.57729486,-0.667913662,-1.062476206,0.258856412,-0.253806309,-0.551753631,0.278666574,0.408694283,0.327891408,-0.016891106,0.414807686,0.368820859,-0.447739194,0.576296651,-0.224312766,0.04828578,-0.491547775,-0.072967398
47,WI,Wisconsin,20,-0.343854299,0.778758422,0.778758422,-1.263387054,-0.612358775,-0.782278308,-0.782278308,-0.042686251,-0.146049707,-0.245772382,-0.231508316,-0.259255804,-0.492878195,-0.493404029,-0.492332295,-0.495159715,-0.487248734,-0.773883416,1.028445989,-0.266302546,-0.024984798,-0.463582167,-0.389421238,-0.366794375,-0.236288724,-0.258131148,-0.311259465,-0.297787486,-0.313341138,-0.372387218,-0.412846254,1.281714176,0.595182694,-0.838629439,-0.312690233,0.205251952,-0.418468818,-0.644169785,-0.887109634,0.959456655,-0.571791636,-1.051099136,-0.334166295,-0.691010197,-0.101824886
48,WV,West Virginia,2,-2.243770269,0.496450802,0.496450802,-0.729312649,-0.933494985,-1.131365836,-1.131365836,-0.170408579,-0.223545414,1.238214766,0.937811941,1.250824355,-0.594171023,-0.594533538,-0.593776298,-0.608230853,-0.60344811,-1.143101785,1.47095169,-0.339949,-0.230517764,-0.787650905,-0.405454707,-1.396334089,-0.893666662,1.632175748,1.672920541,-0.192489631,0.872463305,1.685123545,-0.590853006,-0.702491975,0.338745814,-0.631663068,-0.316014312,1.583695916,-0.207515493,-1.222715484,-1.234315142,-0.540519946,1.103938822,-1.206965461,-0.508223431,-0.039510649,-0.232054788
49,WY,Wyoming,2,-0.389242471,-1.693432371,-1.693432371,-1.263387054,-0.388401646,,,-0.236533978,-0.193263428,0.714292904,-0.430356928,0.484218998,-0.617643582,-0.615806007,-0.619382237,-0.640976742,-0.618678545,-0.568969555,1.292246484,-0.824857112,0.07387209,-0.812094046,-0.311926142,-0.147348891,-0.061494576,-0.973536676,-0.915169808,-0.391886348,-0.578083859,-0.002923199,1.52793895,0.041907862,0.908236371,-0.310969121,-0.635125903,-0.333832279,-0.630331424,-0.735582411,-1.972601458,-1.55794164,1.769005481,-0.336435452,3.138687994,-0.727139868,-0.200472441
