,State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,Average House Price 2020/2021,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State,County,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Population
12,FL,-1.326232406693348,-0.6547083893667225,-0.6547083893667229,-0.2842506440423071,Jacksonville,-0.5631274801841819,-0.26107501948929873,-0.2610750194892987,2.198419406430204,2.716246435539018,0.44352202437311256,0.7646284624415243,0.5528655013986327,Florida,Duval County,-0.2527102840774146,-0.25841348885670756,-0.24715735835578426,-0.21185516463854265,-0.2585131899019865,-0.7445933365575037,-0.1939893927421603,1.6075445850522074,-0.21096979136765445,-0.37763692942860355,-0.27184247085001967,-0.790664697139849,-0.4844471259338026,0.45822571791186245,0.7374661977936156,-0.3843748280425758,0.42407988380573636,1.5371372774867809,-0.14980555452514752,-0.25869033885099774,0.31548773980361283,0.1106840305753023,-0.2503637507982428,-0.46617701592055005,0.09254742580076111,-0.2183793947932415,-0.27665231998117645,0.7384611371865752,-0.42452687582812815,-0.8172996476499302,-1.088413884835914,0.5339021922444481,2.03551133373815
13,CA,0.7379616486487173,0.014144149250899497,0.014144149250899544,1.139947770466883,San Francisco,3.459518706978354,1.7016682728890988,1.7016682728890982,1.5642388505199594,4.180371529918062,1.7263543083612307,0.32723616165614255,1.5043320465767427,California,San Francisco County,-0.2738964007234498,-0.2597477165648235,-0.28760719215952657,-0.22986872975528994,-0.18947252704440187,-0.34550142078327745,-0.7716584316790156,-0.5215826697065579,-0.21655492630245804,4.069437725578262,0.6634431795833141,1.935070225478548,3.6360959361332235,-0.5806344380229578,-1.255458272215349,2.289726358186313,-0.4441047488847707,-2.1600111617953885,-1.6846506848562035,-1.6597617818305672,-5.585417912962621,-1.6828265588305107,4.943509792166899,5.051128035677826,4.32070673778842,1.068614156308913,1.5163287340811682,-0.046217031688203854,-0.4459040184537688,1.1559017057953038,-0.25957037921138937,-0.612923489440394,2.0208030410782416
14,OH,-1.0507581396673422,-1.3963149571076836,-1.3963149571076834,-0.5334853665814151,Columbus,-0.6539139267277911,-0.9192668237124532,-0.9192668237124528,1.7925126869839663,3.0918858441497163,0.7457406972180644,0.45090816060014943,0.725532440799206,Ohio,Franklin County,-0.10130182584338877,-0.10629082349364825,-0.09645293954052397,-0.04859855733155617,-0.054242888985733456,-0.9149659087886061,0.2077786590515222,1.073814666933512,-0.22772519617206521,-0.35713623066438754,-0.3787322594709721,-0.5021081122452015,-0.2780343228036529,0.8482739449569874,1.0479285812167807,0.23430128909822462,-0.061817688399650156,0.16262076139001855,-1.0954112899934763,0.31670364233582365,0.33409419906909205,-0.601969183758133,-0.11407650903083752,0.051437956937293264,-0.11658733586744588,-0.4709669141684307,-0.8377499204289213,0.36607149772057757,-0.011235451732408376,-0.8504626956069933,-1.088413884835914,-0.07214389970282604,1.9782059258451394
15,NC,-1.0383707494761147,-0.5425730520489205,-0.5425730520489206,-1.263387054017375,Charlotte,-0.33443779144513586,-0.818746458330349,-0.8187464583303488,,,,,,North Carolina,Mecklenburg County,-0.1985047754623484,-0.2088913137282784,-0.18841082880885712,-0.19232580472859437,-0.158827135901796,-0.5012873001863746,-0.5126506013348652,1.664641273967231,-0.18304411669363657,-0.17262994178644303,-0.3252873651604959,0.08337255305198248,0.45020976093979814,-0.14872737685591725,-0.017675931318624754,0.6727009217741561,-0.6084524571307106,0.2579339504624207,-0.5732111077199219,-0.545097208410357,0.05499731008690608,0.1106840305753023,-0.1290348648345771,-0.5191149108719204,-0.5257640434791548,0.9844183165171835,0.02499037499637166,1.3812765862647813,-1.1347230586133017,-0.7730822503738466,-0.7568764825861042,0.07703667677650272,1.8932606005455197
16,TX,-0.41609794533867706,-0.7552474301028702,-0.75524743010287,-1.263387054017375,Fort Worth,-0.5023822187733777,-0.03760662912551102,-0.03760662912551116,1.7066178389629534,2.5608504685939524,0.2799456059094365,0.34348860013235577,0.31499161194262093,Texas,Tarrant County,0.22246176601936155,0.21786348937638078,0.22690808877108068,0.22023004561477716,0.2485625397033315,0.48127232870806536,-0.48664784671370026,0.31169799315472346,-0.1551184420196186,-0.2782873892635565,-0.004617999297638646,0.0010411723269722467,-0.2277817039141298,-0.04978831438593413,0.11789716187926398,-0.35023155446968396,-0.5405697080726046,0.43852736133644943,0.5382284694163598,0.43539477746853095,0.6889459579178726,0.7877045841920667,-0.6043781714867469,-0.8132143272684224,-0.698527542248543,-0.42886899427256564,0.16842885932135918,0.5965984173900052,-0.5884183026247066,-0.11534846589210197,-0.09380167808648478,-0.6269091684853312,1.8928743683904745
17,MI,-0.7604286820604506,-1.4175708089447432,-1.417570808944743,-0.33053709251385605,Detroit,-1.131167157475918,-2.179628108731935,-2.1796281087319347,5.320823734377728,2.1761086162839454,0.7902972915791372,4.939723085708596,1.8592939825791857,Michigan,Wayne County,0.12497680781549442,0.10730534818895945,0.14211703147588023,0.22669166636370808,0.01294231304698413,-0.9190501827804476,-0.7543232619315723,2.9075286181754185,-0.1607035769544222,-0.5826439170707641,-0.4321771537814484,-1.2153594215856396,-1.1568103594342847,2.199172682527907,2.2843551911815267,-1.2748314028235952,1.563795512728666,0.01212625232832882,-0.6367219406991378,1.7384170218602113,-0.010125297342272029,0.6154800573948203,0.14353961870023346,-0.11913970457267788,-0.025659178620399566,-0.9580999872491528,-0.010869246084875593,1.305912016372856,-0.8948240135922232,-1.1599844765395788,-0.42533908033629436,3.2750952850521187,1.5952581746072325
18,TX,-0.41609794533867706,-0.7552474301028702,-0.75524743010287,-1.263387054017375,El Paso,-0.7773119582939889,-0.9436384757363753,-0.9436384757363749,0.3574259744696282,0.5872264994379021,-0.9248060112694099,-0.5147391608632652,-0.8886878698428492,Texas,El Paso County,-0.2869494961990878,-0.2880473884790715,-0.28586331837940065,-0.339485944628026,-0.3419017557528676,3.6069088678930505,-2.3129589654002105,-0.753279378347232,-0.14394817215001146,-0.8176134644452404,-0.27184247085001967,-1.3112763520491735,-1.6767337212539173,1.731114810073757,2.0823512823166723,-1.3117061382823183,1.420884462080022,1.140835070290999,0.7005339314743562,0.3554072733573584,0.23441673871831106,0.7105004859726117,-0.38332691349815046,0.045555968609363354,0.6199307378336305,-0.8438342046746624,-0.4897006569932899,-1.3939128697556185,1.3782788189342354,0.2881352842521619,-0.5911077814611994,0.3054694345104755,1.5544377272873384
19,TN,-1.3497490927595062,1.392322139801303,1.392322139801303,-1.263387054017375,Memphis,-0.9079391876103395,-1.8461517203272513,-1.8461517203272508,5.752440476360867,3.7643363090731756,2.5901829441921076,5.5801089060496425,3.500731951896214,Tennessee,Shelby County,-0.24126853954132643,-0.2541542234807991,-0.22874620997472542,-0.21253974020111618,-0.25908352743328666,-0.8974618773949996,-1.2361390093237423,3.770598857861929,-0.24448060097647598,-0.6646467121276283,-0.4321771537814484,-1.0155635952148117,-0.8201595082581312,1.7862923641435555,2.0999757844323974,-0.8255059226043385,0.6098642496489723,0.22281856501469302,-0.520285413570575,1.3823436164620888,0.5374362181846855,0.5620310663198126,-0.29856289727695934,-0.45441303926468996,-0.35300054470976666,-1.2167014951808943,-0.6605612044980543,0.24859143288904278,-0.008860213662892795,-0.5630496133124491,-1.2541825859608189,1.606137585689626,1.4944058064776007
20,WA,1.2195214423326817,1.014212341967405,1.014212341967406,1.3144120762442588,Seattle,1.371891800956041,1.4027598586733614,1.4027598586733612,1.7802419944095358,4.1988738827970495,2.2258693274980206,0.7299095806418202,2.0148481828602445,Washington,King County,0.28207554304656024,0.29668645734444593,0.267876017340161,0.3556586920698971,0.40270837255012226,-0.6850796298192419,0.23735041920892513,-0.49096560463618305,-0.021075203584332593,1.5431208470956386,1.6521737243271244,1.3943043700805744,1.8182081900600122,-0.9459478994505868,-1.0575215561464315,1.751628366677538,-1.1550872258617704,-1.8439726927658397,-0.9754463832549569,-0.8160226255611027,-1.6355324174623391,0.03941870914195919,1.3601525574043882,1.0690219376691898,0.4835385019630605,1.0325302249696005,0.7590579124242486,0.2641076678667943,-0.25826021096203416,-0.06007671929699706,0.07196702303842024,-0.8972989633541151,1.491416083499658
21,CO,1.2116825469772956,-1.3312823074076148,-1.3312823074076143,0.6272363412435746,Denver,0.40607519212710647,0.5768595582789031,0.576859558278903,2.2720435618767865,4.15663378458457,2.4168981351652206,1.3247488140716006,2.317820389298611,Colorado,Denver County,-0.3562801539333022,-0.3508866326078047,-0.3614885541178371,-0.34808856293054374,-0.3114343621077753,0.4380957179371696,-0.052248887160125074,-0.2807835903692859,-0.015490068649529006,-0.45017786351736805,-0.13823023507382917,-0.013533332401993323,1.0208543306354916,-0.009832154542287386,0.17890505381831381,1.0796887427630264,-0.35835811849558535,-1.1266155329051206,-0.17097583218488638,-1.0740468323713366,-0.8939321124525288,-0.7979488176998278,0.449354892910021,0.9337362061267993,1.1109427869676811,1.5377052637199788,-0.09735421457494166,0.7118618772247174,-0.6335478259455039,-0.27563653101790536,-0.922645183711009,-1.0511414328484232,1.4830906348242379
22,DC,1.711726649462232,7.1270243141548,7.1270243141547995,1.5672072948196396,Washington,0.9105327219997114,2.3091228048335926,2.3091228048335917,2.3557959080197244,2.48148667843135,0.915124295893075,1.504031605452961,1.1226450205143603,District of Columbia,District of Columbia,-0.3589743114205628,-0.3692111068122523,-0.3490140902738301,-0.32868724797953036,-0.3266638652720031,-0.6547393087369907,-1.178015204876433,3.1251580266486227,-0.21096979136765445,-0.429677164753152,-0.40545470662621025,1.0162912470859913,2.2847795331094747,0.6028289630602985,0.14907897331477846,2.6448164033443886,-0.3440670134307201,-2.741923263500588,-1.935165637163111,-1.9203662307089033,-5.2637919742307675,-2.2529491302972593,5.192815722229226,4.780556572593044,3.3477754552450234,0.20259980416540735,1.1492949653672297,-2.1586415936590044,2.7915454702960356,-1.099185555284964,-0.5911077814611994,1.2891288606710511,1.4743760930148464
23,MA,1.4940279444999978,0.8088874236082151,0.8088874236082148,1.2289601713737073,Boston,0.929247693069195,1.3800910872428127,1.3800910872428125,1.2093626303515115,0.9531090402924782,-0.5871118436714019,0.34767970525696335,-0.3993215945784169,Massachusetts,Suffolk County,-0.31095569869419754,-0.3165208160934993,-0.3055325720928148,-0.3067622312680577,-0.2656097917007623,0.012747755072533663,-0.5157097489373549,0.6476582206837009,-0.19421438656324372,0.32411775903879203,-0.4321771537814484,-0.031994020617069324,1.0312846309418782,0.884424756244096,0.5259721724049093,1.022328043160568,1.338710607957052,-1.4476704855700582,-1.3106424462008197,-1.1953182095721464,-4.841159542343456,-1.8016020945527496,4.805560510865745,6.509861141004476,1.0836643397935672,-1.0362818384843304,1.0290597652712843,1.0155367617892512,-0.5812925884161598,-1.1544573018800686,-0.7568764825861042,0.3194551135554127,1.4729942401934624
24,TN,-1.3497490927595062,1.392322139801303,1.392322139801303,-1.263387054017375,Nashville,-0.20507138496511979,0.07636953951814826,0.07636953951814825,,,,,,Tennessee,Davidson County,-0.3563444483433833,-0.361978188184045,-0.3508514482696241,-0.3424116646394427,-0.32071073430803987,-0.663491324433794,-0.06346576170258823,1.3477132760765946,-0.17187384682402937,-0.46121670131348436,-0.2985649180052578,-0.4560579205186608,-0.0012918635729352581,0.4734471121380133,0.8906637931072297,0.3462912264173099,-0.3476397896969367,0.14255482684845863,-0.4391326825415768,-0.15290041405880186,0.1679650984844571,0.6451739413253794,-0.280280462405722,-0.21913350614748847,-0.7803628837708849,0.33490755240955394,-0.4011062990278568,0.32173939778414884,-0.5504144935124569,0.5092222706325801,-0.922645183711009,-0.5756283453205617,1.4400872605836066
25,OK,-1.576738340365161,-1.3377239490162738,-1.3377239490162736,-1.263387054017375,Oklahoma City,-0.7742318552252857,-0.544533604373394,-0.5445336043733938,1.3760882310453595,2.612133517409667,1.2337019476922249,0.6082798583152794,1.1665683172283325,Oklahoma,Oklahoma County,-0.31382988052968513,-0.31537744956900055,-0.3123053724653279,-0.3131637638798348,-0.32079553939847827,-0.21188731447874848,-0.14759232077106227,0.3985842588949762,1.0903666484415806,-0.48802530738976696,-0.3252873651604959,-0.7960600610522023,-0.5246579990209264,0.7740696481045001,0.8188100537123489,-0.5223136532770586,-0.17257375265234814,0.37331307407638276,1.279188187507214,-0.016147584449378118,0.5613588086688738,1.126214861000449,-0.5811096180142631,-0.2073695294916284,-0.7803628837708849,-0.8498481932312147,-1.0297043626873608,-0.1703469115102031,0.21916264101060753,-0.08218541793503893,-0.25957037921138937,-0.3238861225116938,1.3718500522133519
26,KY,-1.5759157402352748,0.302099484644607,0.302099484644607,-1.263387054017375,Louisville,-0.6453297218582426,-0.7574786784033691,-0.7574786784033689,,,,,,Kentucky,Jefferson County,-0.31818638107483577,-0.3238860771461959,-0.3126321303780369,-0.2843443487649307,-0.3092434086174376,-0.9371376818871742,0.477493506004388,0.9232118063170738,-0.24448060097647598,-0.6031446158349801,-0.3787322594709721,-0.643610015963441,-0.2749904307092887,0.2736663129197786,0.45005124021409126,-0.2737506216664059,-0.3869403286253134,0.2579339504624207,-0.7602152270476135,1.217208124103539,0.3433974287018326,-0.5247650855386771,-0.08914591602460485,-0.16619561119611795,0.21075403022192138,-0.6694285365346508,-0.7111865519068739,0.9157895369322872,-0.5765421122771287,-0.9610061887972027,0.5692731264131349,0.12831749994127223,1.369790147386444
27,OR,0.7111061738200798,1.8902143333612673,1.8902143333612673,0.694885765932761,Portland,0.37596669293317225,1.160919843638282,1.1609198436382817,1.3028536213947908,3.644398227388163,2.369436547151914,0.5473318931563541,2.0886742805211034,Oregon,Multnomah County,-0.307508631494401,-0.30484407292598015,-0.31007223550039714,-0.2743804480218931,-0.272030748548243,-0.6185643105235376,0.7400703418847765,-0.5596471289832401,0.00685047108968535,0.07653239704018279,0.9841125454461715,0.04543003670566404,0.596801951879566,0.06437214231019986,-0.41219363252448105,1.195775872910859,-0.4405319726185541,-1.4426540019346676,-0.9754463832549569,-0.49091212498020825,-2.155184244091078,-0.1031119337247281,1.1141707064095594,1.5748729338711733,4.166128870468441,1.4595234124848013,0.13467862771547973,0.042447168184653654,-0.3437687814645967,0.6750375104178937,0.40350442528822983,-0.2166625831671763,1.368539899595668
28,NV,-0.9310940148903685,-1.616604386964358,-1.616604386964358,-0.37326304494913143,Las Vegas,-0.23076139472678958,-0.4854799471811595,-0.48547994718115944,,,,,,Nevada,Clark County,0.2795556455811057,0.2942619801393473,0.26526370140700645,0.3020221609755111,0.2551661536686796,0.5664586148236165,-0.6329770736994705,-0.11114850011450678,-0.07134141799756485,0.4360831138279719,1.2246145698433144,-0.4479543414017122,-0.47977027221968876,-0.04788564010766527,0.18568370847820836,-1.4114044971151625,3.850372323106956,0.9552251757815817,-0.09687986037580128,-0.534776240137948,0.15467477043768704,0.2650922270142143,-0.016016176539655664,-0.4014751443133197,0.292589371744263,-0.6934844907608593,-0.25977720417823635,0.8958400919608938,-0.7333078248651603,-0.4911963427388132,-0.922645183711009,0.7996300940982531,1.3514655773637414
29,WI,-0.3438542986374955,0.7787584223790097,0.7787584223790096,-1.263387054017375,Milwaukee,-0.7998412543211588,-0.9808586642084237,-0.9808586642084234,3.361603153327005,2.005779882224327,0.9377602693726024,3.3062169964313237,1.5817481891468372,Wisconsin,Milwaukee County,-0.23295948471022446,-0.23980542374264022,-0.2262990203664425,-0.2022124492952914,-0.23643218096959073,-0.3950961763984956,-0.4626845238275289,1.5281057135182623,-0.049000878258350505,-0.36817506846050385,-0.4588996009366864,-1.0708830455499936,-0.8191513319537638,1.4894751767336065,1.2878929561770442,-0.5742114291078545,1.3029828452948922,-0.6199506857307673,-0.9472193463753054,1.1552823144690834,-0.3370673672928328,0.07505136985863127,0.5291327905299656,0.6808107080258076,-0.40755743905799435,-0.8859321245705272,-0.6268109728921749,1.0443526267479284,-0.5195363986087536,-1.3700171136009767,-0.7568764825861042,0.6737589826938194,1.3390947044865882
