city_id,State,County,State Abbreviation,city_name_id,city_state,city,City,state_id,county_name,state_name,lat,lng,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,city_county,city_st_abbr
250,Colorado,Boulder County,CO,"Boulder, Colorado, Boulder County","Boulder, Colorado",Boulder,Boulder,CO,Boulder,Colorado,40.0248,-105.2524,250,311,139,430,509,552,645,216,151,228,629,237,183,274,204,615,793,578,549,687,167,"Boulder, Boulder County","Boulder, CO"
251,Florida,Palm Beach County,FL,"West Palm Beach, Florida, Palm Beach County","West Palm Beach, Florida",West Palm Beach,West Palm Beach,FL,Palm Beach,Florida,26.7469,-80.132,251,497,432,312,248,446,119,669,775,684,391,382,634,459,570,276,152,386,600,226,307,"West Palm Beach, Palm Beach County","West Palm Beach, FL"
252,California,Santa Barbara County,CA,"Santa Maria, California, Santa Barbara County","Santa Maria, California",Santa Maria,Santa Maria,CA,Santa Barbara,California,34.9333,-120.4431,252,770,306,645,807,120,373,734,509,136,553,92,187,139,477,828,430,175,253,543,144,"Santa Maria, Santa Barbara County","Santa Maria, CA"
253,California,San Diego County,CA,"El Cajon, California, San Diego County","El Cajon, California",El Cajon,El Cajon,CA,San Diego,California,32.8017,-116.9604,253,144,117,564,275,66,313,598,547,219,694,523,649,162,522,160,701,815,100,298,351,"El Cajon, San Diego County","El Cajon, CA"
254,Iowa,Scott County,IA,"Davenport, Iowa, Scott County","Davenport, Iowa",Davenport,Davenport,IA,Scott,Iowa,41.5565,-90.6053,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Davenport, Scott County","Davenport, IA"
255,California,San Bernardino County,CA,"Rialto, California, San Bernardino County","Rialto, California",Rialto,Rialto,CA,San Bernardino,California,34.1175,-117.3892,255,636,123,402,366,444,121,889,294,622,93,194,644,435,424,269,96,395,579,359,742,"Rialto, San Bernardino County","Rialto, CA"
256,California,San Mateo County,CA,"San Mateo, California, San Mateo County","San Mateo, California",San Mateo,San Mateo,CA,San Mateo,California,37.5522,-122.3121,256,367,791,476,880,245,196,148,829,84,387,447,409,423,396,762,651,335,167,578,408,"San Mateo, San Mateo County","San Mateo, CA"
257,Texas,Denton County,TX,"Lewisville, Texas, Denton County","Lewisville, Texas",Lewisville,Lewisville,TX,Denton,Texas,33.0454,-96.9815,257,193,856,454,225,528,61,145,295,164,796,633,757,241,559,794,142,600,344,443,39,"Lewisville, Denton County","Lewisville, TX"
258,Florida,Polk County,FL,"Lakeland, Florida, Polk County","Lakeland, Florida",Lakeland,Lakeland,FL,Polk,Florida,28.0557,-81.9545,258,877,582,746,868,895,635,759,512,488,589,360,202,326,348,637,710,882,466,769,680,"Lakeland, Polk County","Lakeland, FL"
259,Pennsylvania,Erie County,PA,"Erie, Pennsylvania, Erie County","Erie, Pennsylvania",Erie,Erie,PA,Erie,Pennsylvania,42.1167,-80.0733,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Erie, Erie County","Erie, PA"
260,Texas,Smith County,TX,"Tyler, Texas, Smith County","Tyler, Texas",Tyler,Tyler,TX,Smith,Texas,32.3184,-95.3062,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Tyler, Smith County","Tyler, TX"
261,Texas,Brazoria County,TX,"Pearland, Texas, Brazoria County","Pearland, Texas",Pearland,Pearland,TX,Brazoria,Texas,29.5581,-95.3218,261,508,534,466,680,710,824,348,784,637,882,759,848,769,46,326,795,731,865,839,574,"Pearland, Brazoria County","Pearland, TX"
262,Texas,Brazos County,TX,"College Station, Texas, Brazos County","College Station, Texas",College Station,College Station,TX,Brazos,Texas,30.5852,-96.2959,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"College Station, Brazos County","College Station, TX"
263,Wisconsin,Kenosha County,WI,"Kenosha, Wisconsin, Kenosha County","Kenosha, Wisconsin",Kenosha,Kenosha,WI,Kenosha,Wisconsin,42.5865,-87.8773,263,816,627,659,527,799,348,166,171,501,568,812,759,431,726,369,720,599,766,912,176,"Kenosha, Kenosha County","Kenosha, WI"
264,Georgia,Fulton County,GA,"Sandy Springs, Georgia, Fulton County","Sandy Springs, Georgia",Sandy Springs,Sandy Springs,GA,Fulton,Georgia,33.9366,-84.3703,264,513,286,353,673,36,768,633,903,664,756,559,750,370,405,635,895,587,177,312,233,"Sandy Springs, Fulton County","Sandy Springs, GA"
265,California,Fresno County,CA,"Clovis, California, Fresno County","Clovis, California",Clovis,Clovis,CA,Fresno,California,36.8278,-119.683,265,647,31,503,425,730,336,440,89,444,644,366,121,609,435,93,402,47,178,294,622,"Clovis, Fresno County","Clovis, CA"
266,Michigan,Genesee County,MI,"Flint, Michigan, Genesee County","Flint, Michigan",Flint,Flint,MI,Genesee,Michigan,43.0236,-83.6921,266,486,58,907,374,519,592,279,714,909,355,887,676,501,750,143,282,732,157,370,655,"Flint, Genesee County","Flint, MI"
267,Virginia,Roanoke County,VA,"Roanoke, Virginia, Roanoke County","Roanoke, Virginia",Roanoke,Roanoke,VA,Roanoke,Virginia,37.2785,-79.9581,267,525,483,679,540,516,88,176,865,482,222,358,717,189,419,631,63,869,109,302,685,"Roanoke, Roanoke County","Roanoke, VA"
268,New York,Albany County,NY,"Albany, New York, Albany County","Albany, New York",Albany,Albany,NY,Albany,New York,42.6664,-73.7987,268,479,685,155,64,63,72,667,302,520,693,109,106,267,793,87,181,376,137,841,618,"Albany, Albany County","Albany, NY"
269,California,Riverside County,CA,"Jurupa Valley, California, Riverside County","Jurupa Valley, California",Jurupa Valley,Jurupa Valley,CA,Riverside,California,34.001,-117.4706,269,424,579,831,96,133,742,359,349,239,779,608,639,53,736,236,347,366,123,121,636,"Jurupa Valley, Riverside County","Jurupa Valley, CA"
270,California,Los Angeles County,CA,"Compton, California, Los Angeles County","Compton, California",Compton,Compton,CA,Los Angeles,California,33.893,-118.2274,270,331,563,429,280,217,612,141,132,390,545,292,240,712,33,716,619,785,500,135,209,"Compton, Los Angeles County","Compton, CA"
271,Texas,Tom Green County,TX,"San Angelo, Texas, Tom Green County","San Angelo, Texas",San Angelo,San Angelo,TX,Tom Green,Texas,31.4424,-100.4504,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"San Angelo, Tom Green County","San Angelo, TX"
272,Oregon,Washington County,OR,"Hillsboro, Oregon, Washington County","Hillsboro, Oregon",Hillsboro,Hillsboro,OR,Washington,Oregon,45.5273,-122.936,272,287,674,695,505,662,789,485,899,823,510,411,300,389,525,679,483,517,222,653,325,"Hillsboro, Washington County","Hillsboro, OR"
273,Oklahoma,Comanche County,OK,"Lawton, Oklahoma, Comanche County","Lawton, Oklahoma",Lawton,Lawton,OK,Comanche,Oklahoma,34.6175,-98.4202,273,642,589,304,326,900,90,422,569,200,289,711,848,106,79,181,211,73,683,71,233,"Lawton, Comanche County","Lawton, OK"
274,Washington,King County,WA,"Renton, Washington, King County","Renton, Washington",Renton,Renton,WA,King,Washington,47.4784,-122.1918,274,190,687,406,291,615,578,167,338,319,140,396,682,237,423,762,335,783,674,242,329,"Renton, King County","Renton, WA"
275,California,San Diego County,CA,"Vista, California, San Diego County","Vista, California",Vista,Vista,CA,San Diego,California,33.1896,-117.2386,275,313,598,66,564,144,117,253,694,219,547,523,701,522,372,160,681,278,697,649,162,"Vista, San Diego County","Vista, CA"
276,Florida,Broward County,FL,"Davie, Florida, Broward County","Davie, Florida",Davie,Davie,FL,Broward,Florida,26.0789,-80.287,276,307,152,386,506,129,787,309,185,606,173,248,587,775,455,446,868,119,895,746,48,"Davie, Broward County","Davie, FL"
277,Colorado,Weld County,CO,"Greeley, Colorado, Weld County","Greeley, Colorado",Greeley,Greeley,CO,Weld,Colorado,40.4152,-104.7706,277,182,688,901,92,172,610,37,419,539,241,548,227,571,187,189,477,110,508,175,813,"Greeley, Weld County","Greeley, CO"
278,California,Orange County,CA,"Mission Viejo, California, Orange County","Mission Viejo, California",Mission Viejo,Mission Viejo,CA,Orange,California,33.6096,-117.6551,278,372,468,681,492,697,701,160,74,490,522,100,649,590,162,815,384,115,351,298,878,"Mission Viejo, Orange County","Mission Viejo, CA"
279,Michigan,Wayne County,MI,"Dearborn, Michigan, Wayne County","Dearborn, Michigan",Dearborn,Dearborn,MI,Wayne,Michigan,42.3127,-83.213,279,592,519,282,355,907,750,370,756,714,664,374,266,486,58,887,912,535,573,728,863,"Dearborn, Wayne County","Dearborn, MI"
280,California,Los Angeles County,CA,"South Gate, California, Los Angeles County","South Gate, California",South Gate,South Gate,CA,Los Angeles,California,33.9447,-118.1926,280,563,141,429,612,390,292,545,712,217,270,331,363,132,716,240,33,327,913,500,213,"South Gate, Los Angeles County","South Gate, CA"
281,Alabama,Tuscaloosa County,AL,"Tuscaloosa, Alabama, Tuscaloosa County","Tuscaloosa, Alabama",Tuscaloosa,Tuscaloosa,AL,Tuscaloosa,Alabama,33.2348,-87.5268,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Tuscaloosa, Tuscaloosa County","Tuscaloosa, AL"
282,Michigan,Wayne County,MI,"Livonia, Michigan, Wayne County","Livonia, Michigan",Livonia,Livonia,MI,Wayne,Michigan,42.3972,-83.3733,282,355,279,592,519,907,756,750,370,664,714,374,266,486,887,58,912,573,863,724,535,"Livonia, Wayne County","Livonia, MI"
283,Massachusetts,Bristol County,MA,"New Bedford, Massachusetts, Bristol County","New Bedford, Massachusetts",New Bedford,New Bedford,MA,Bristol,Massachusetts,41.6697,-70.9428,283,316,766,599,812,431,110,827,114,813,834,604,369,726,137,809,841,285,517,300,789,"New Bedford, Bristol County","New Bedford, MA"
284,California,Solano County,CA,"Vacaville, California, Solano County","Vacaville, California",Vacaville,Vacaville,CA,Solano,California,38.3587,-121.9673,284,229,198,130,461,416,334,239,349,133,639,779,831,425,236,503,608,336,579,347,864,"Vacaville, Solano County","Vacaville, CA"
285,Massachusetts,Plymouth County,MA,"Brockton, Massachusetts, Plymouth County","Brockton, Massachusetts",Brockton,Brockton,MA,Plymouth,Massachusetts,42.0821,-71.0242,285,110,813,389,300,358,834,517,789,283,516,653,222,540,316,525,679,766,483,599,825,"Brockton, Plymouth County","Brockton, MA"
286,Georgia,Fulton County,GA,"Roswell, Georgia, Fulton County","Roswell, Georgia",Roswell,Roswell,GA,Fulton,Georgia,34.0391,-84.3513,286,513,264,353,673,36,633,768,664,903,559,756,405,750,895,587,177,635,370,173,312,"Roswell, Fulton County","Roswell, GA"
287,Oregon,Washington County,OR,"Beaverton, Oregon, Washington County","Beaverton, Oregon",Beaverton,Beaverton,OR,Washington,Oregon,45.4779,-122.8168,287,272,674,695,823,662,505,789,485,899,510,525,242,411,483,222,300,329,679,389,813,"Beaverton, Washington County","Beaverton, OR"
288,Massachusetts,Norfolk County,MA,"Quincy, Massachusetts, Norfolk County","Quincy, Massachusetts",Quincy,Quincy,MA,Norfolk,Massachusetts,42.2506,-71.0187,288,538,783,583,870,515,231,237,858,761,318,458,98,615,371,338,654,602,682,578,758,"Quincy, Norfolk County","Quincy, MA"
289,Nevada,Washoe County,NV,"Sparks, Nevada, Washoe County","Sparks, Nevada",Sparks,Sparks,NV,Washoe,Nevada,39.5736,-119.7161,289,79,877,37,637,769,882,589,760,710,466,680,582,326,243,48,746,868,46,391,895,"Sparks, Washoe County","Sparks, NV"
290,Washington,Yakima County,WA,"Yakima, Washington, Yakima County","Yakima, Washington",Yakima,Yakima,WA,Yakima,Washington,46.5923,-120.5496,290,464,529,178,609,47,647,440,89,503,730,425,265,336,31,56,131,658,915,531,688,"Yakima, Yakima County","Yakima, WA"
291,Washington,King County,WA,"Federal Way, Washington, King County","Federal Way, Washington",Federal Way,Federal Way,WA,King,Washington,47.3091,-122.3358,291,406,274,190,687,615,578,338,167,319,140,682,396,783,237,538,674,335,329,423,858,"Federal Way, King County","Federal Way, WA"
292,California,Los Angeles County,CA,"Carson, California, Los Angeles County","Carson, California",Carson,Carson,CA,Los Angeles,California,33.8374,-118.2559,292,390,545,712,363,327,213,716,234,240,500,429,612,665,913,785,209,530,141,619,700,"Carson, Los Angeles County","Carson, CA"
293,California,Los Angeles County,CA,"Santa Monica, California, Los Angeles County","Santa Monica, California",Santa Monica,Santa Monica,CA,Los Angeles,California,34.0235,-118.481,293,857,462,246,161,577,913,149,217,331,689,102,33,280,545,141,563,530,292,390,337,"Santa Monica, Los Angeles County","Santa Monica, CA"
294,California,San Bernardino County,CA,"Hesperia, California, San Bernardino County","Hesperia, California",Hesperia,Hesperia,CA,San Bernardino,California,34.3975,-117.3147,294,622,435,93,644,194,121,366,402,255,123,444,636,395,779,831,424,639,347,269,359,"Hesperia, San Bernardino County","Hesperia, CA"
295,Texas,Collin County,TX,"Allen, Texas, Collin County","Allen, Texas",Allen,Allen,TX,Collin,Texas,33.1088,-96.6735,295,145,164,757,61,454,257,193,794,142,856,528,633,225,39,561,352,418,575,638,709,"Allen, Collin County","Allen, TX"
296,New Mexico,Sandoval County,NM,"Rio Rancho, New Mexico, Sandoval County","Rio Rancho, New Mexico",Rio Rancho,Rio Rancho,NM,Sandoval,New Mexico,35.2873,-106.6982,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Rio Rancho, Sandoval County","Rio Rancho, NM"
297,Arizona,Yuma County,AZ,"Yuma, Arizona, Yuma County","Yuma, Arizona",Yuma,Yuma,AZ,Yuma,Arizona,32.5995,-114.5491,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Yuma, Yuma County","Yuma, AZ"
298,California,Orange County,CA,"Westminster, California, Orange County","Westminster, California",Westminster,Westminster,CA,Orange,California,33.7523,-117.9938,298,384,351,162,815,115,649,214,590,522,51,100,160,878,52,701,74,372,490,278,681,"Westminster, Orange County","Westminster, CA"
299,Utah,Utah County,UT,"Orem, Utah, Utah County","Orem, Utah",Orem,Orem,UT,Utah,Utah,40.2981,-111.6994,299,208,916,554,819,224,751,308,438,781,272,287,894,674,325,222,340,915,899,527,792,"Orem, Utah County","Orem, UT"
300,Massachusetts,Essex County,MA,"Lynn, Massachusetts, Essex County","Lynn, Massachusetts",Lynn,Lynn,MA,Essex,Massachusetts,42.4781,-70.9664,300,389,789,517,653,825,813,834,110,272,505,287,285,674,823,283,766,599,695,662,325,"Lynn, Essex County","Lynn, MA"
301,California,Shasta County,CA,"Redding, California, Shasta County","Redding, California",Redding,Redding,CA,Shasta,California,40.5698,-122.365,301,354,850,302,828,388,547,641,362,334,120,807,658,520,87,461,553,32,243,543,391,"Redding, Shasta County","Redding, CA"
302,Washington,Spokane County,WA,"Spokane Valley, Washington, Spokane County","Spokane Valley, Washington",Spokane Valley,Spokane Valley,WA,Spokane,Washington,47.6626,-117.2346,302,87,124,520,685,131,64,827,63,134,841,110,283,479,155,693,114,658,558,813,604,"Spokane Valley, Spokane County","Spokane Valley, WA"
303,Florida,Miami-Dade County,FL,"Miami Beach, Florida, Miami-Dade County","Miami Beach, Florida",Miami Beach,Miami Beach,FL,Miami-Dade,Florida,25.8171,-80.1396,303,533,776,495,910,218,40,119,775,68,774,691,248,446,156,78,678,746,276,251,152,"Miami Beach, Miami-Dade County","Miami Beach, FL"
304,Texas,Galveston County,TX,"League City, Texas, Galveston County","League City, Texas",League City,League City,TX,Galveston,Texas,29.4874,-95.1087,304,900,848,326,405,177,534,589,784,582,768,289,466,348,680,710,805,637,243,882,574,"League City, Galveston County","League City, TX"
305,Kansas,Douglas County,KS,"Lawrence, Kansas, Douglas County","Lawrence, Kansas",Lawrence,Lawrence,KS,Douglas,Kansas,38.9597,-95.2642,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Lawrence, Douglas County","Lawrence, KS"
306,California,Santa Barbara County,CA,"Santa Barbara, California, Santa Barbara County","Santa Barbara, California",Santa Barbara,Santa Barbara,CA,Santa Barbara,California,34.4285,-119.7202,306,252,770,509,645,373,734,553,120,807,136,175,92,477,187,219,139,828,430,523,253,"Santa Barbara, Santa Barbara County","Santa Barbara, CA"
307,Florida,Broward County,FL,"Plantation, Florida, Broward County","Plantation, Florida",Plantation,Plantation,FL,Broward,Florida,26.1259,-80.2617,307,276,386,152,506,129,309,185,787,173,606,587,455,248,775,446,868,895,746,669,312,"Plantation, Broward County","Plantation, FL"
308,Utah,Salt Lake County,UT,"Sandy, Utah, Salt Lake County","Sandy, Utah",Sandy,Sandy,UT,Salt Lake,Utah,40.5709,-111.8506,308,224,751,554,819,299,208,707,916,438,781,674,287,272,340,894,131,915,222,105,124,"Sandy, Salt Lake County","Sandy, UT"
309,Florida,Broward County,FL,"Sunrise, Florida, Broward County","Sunrise, Florida",Sunrise,Sunrise,FL,Broward,Florida,26.1547,-80.2997,309,606,129,185,506,787,173,386,307,152,276,587,455,248,775,895,570,48,446,868,669,"Sunrise, Broward County","Sunrise, FL"
310,Georgia,Bibb County,GA,"Macon, Georgia, Bibb County","Macon, Georgia",Macon,Macon,GA,Bibb,Georgia,32.8065,-83.6974,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Macon, Bibb County","Macon, GA"
311,Colorado,Boulder County,CO,"Longmont, Colorado, Boulder County","Longmont, Colorado",Longmont,Longmont,CO,Boulder,Colorado,40.1686,-105.1005,311,250,139,430,645,552,629,216,509,204,228,183,549,474,151,709,793,807,120,752,638,"Longmont, Boulder County","Longmont, CO"
312,Florida,Palm Beach County,FL,"Boca Raton, Florida, Palm Beach County","Boca Raton, Florida",Boca Raton,Boca Raton,FL,Palm Beach,Florida,26.3752,-80.108,312,669,570,541,432,497,251,125,307,506,276,226,459,382,173,587,386,185,129,787,606,"Boca Raton, Palm Beach County","Boca Raton, FL"
313,California,San Diego County,CA,"San Marcos, California, San Diego County","San Marcos, California",San Marcos,San Marcos,CA,San Diego,California,33.135,-117.1743,313,598,275,694,66,564,144,117,219,253,547,523,681,372,278,701,697,160,468,522,492,"San Marcos, San Diego County","San Marcos, CA"
314,North Carolina,Pitt County,NC,"Greenville, North Carolina, Pitt County","Greenville, North Carolina",Greenville,Greenville,NC,Pitt,North Carolina,35.5943,-77.376,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Greenville, Pitt County","Greenville, NC"
315,Illinois,Lake County,IL,"Waukegan, Illinois, Lake County","Waukegan, Illinois",Waukegan,Waukegan,IL,Lake,Illinois,42.3698,-87.8716,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Waukegan, Lake County","Waukegan, IL"
316,Massachusetts,Bristol County,MA,"Fall River, Massachusetts, Bristol County","Fall River, Massachusetts",Fall River,Fall River,MA,Bristol,Massachusetts,41.7136,-71.1015,316,283,599,766,827,110,834,812,813,431,604,114,137,726,369,841,517,285,809,300,64,"Fall River, Bristol County","Fall River, MA"
317,California,Butte County,CA,"Chico, California, Butte County","Chico, California",Chico,Chico,CA,Butte,California,39.7578,-121.8161,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Chico, Butte County","Chico, CA"
318,Massachusetts,Middlesex County,MA,"Newton, Massachusetts, Middlesex County","Newton, Massachusetts",Newton,Newton,MA,Middlesex,Massachusetts,42.3316,-71.2085,318,515,583,237,870,538,783,858,231,288,682,338,578,615,167,371,98,695,761,510,662,"Newton, Middlesex County","Newton, MA"
319,California,Alameda County,CA,"San Leandro, California, Alameda County","San Leandro, California",San Leandro,San Leandro,CA,Alameda,California,37.7074,-122.1599,319,140,396,762,423,206,335,84,651,409,687,274,291,406,615,190,167,578,338,235,41,"San Leandro, Alameda County","San Leandro, CA"
320,Pennsylvania,Berks County,PA,"Reading, Pennsylvania, Berks County","Reading, Pennsylvania",Reading,Reading,PA,Berks,Pennsylvania,40.34,-75.9267,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Reading, Berks County","Reading, PA"
321,Connecticut,Fairfield County,CT,"Norwalk, Connecticut, Fairfield County","Norwalk, Connecticut",Norwalk,Norwalk,CT,Fairfield,Connecticut,41.1144,-73.4215,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Norwalk, Fairfield County","Norwalk, CT"
322,Arkansas,Sebastian County,AR,"Fort Smith, Arkansas, Sebastian County","Fort Smith, Arkansas",Fort Smith,Fort Smith,AR,Sebastian,Arkansas,35.3495,-94.3695,322,786,427,898,116,640,524,661,526,415,568,499,478,836,918,375,109,555,101,357,421,"Fort Smith, Sebastian County","Fort Smith, AR"
323,California,Orange County,CA,"Newport Beach, California, Orange County","Newport Beach, California",Newport Beach,Newport Beach,CA,Orange,California,33.6151,-117.8668,323,490,523,772,100,74,590,214,468,492,815,219,542,160,384,408,649,278,372,701,298,"Newport Beach, Orange County","Newport Beach, CA"
324,North Carolina,Buncombe County,NC,"Asheville, North Carolina, Buncombe County","Asheville, North Carolina",Asheville,Asheville,NC,Buncombe,North Carolina,35.5707,-82.5537,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Asheville, Buncombe County","Asheville, NC"
325,New Hampshire,Hillsborough County,NH,"Nashua, New Hampshire, Hillsborough County","Nashua, New Hampshire",Nashua,Nashua,NH,Hillsborough,New Hampshire,42.7491,-71.491,325,222,567,792,679,516,540,483,525,869,482,813,834,272,899,358,287,799,659,527,674,"Nashua, Hillsborough County","Nashua, NH"
326,Oklahoma,Oklahoma County,OK,"Edmond, Oklahoma, Oklahoma County","Edmond, Oklahoma",Edmond,Edmond,OK,Oklahoma,Oklahoma,35.6689,-97.416,326,589,534,466,348,710,680,258,637,784,882,759,304,848,900,635,769,903,768,731,839,"Edmond, Oklahoma County","Edmond, OK"
327,California,Los Angeles County,CA,"Whittier, California, Los Angeles County","Whittier, California",Whittier,Whittier,CA,Los Angeles,California,33.9678,-118.0188,327,213,234,500,363,716,712,292,240,209,785,700,390,545,665,530,596,913,619,832,612,"Whittier, Los Angeles County","Whittier, CA"
328,Idaho,Canyon County,ID,"Nampa, Idaho, Canyon County","Nampa, Idaho",Nampa,Nampa,ID,Canyon,Idaho,43.5844,-116.5638,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Nampa, Canyon County","Nampa, ID"
329,Minnesota,Hennepin County,MN,"Bloomington, Minnesota, Hennepin County","Bloomington, Minnesota",Bloomington,Bloomington,MN,Hennepin,Minnesota,44.8306,-93.3151,329,383,485,695,662,510,411,851,674,287,525,483,272,679,220,42,222,110,813,482,789,"Bloomington, Hennepin County","Bloomington, MN"
330,Florida,Volusia County,FL,"Deltona, Florida, Volusia County","Deltona, Florida",Deltona,Deltona,FL,Volusia,Florida,28.905,-81.2137,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Deltona, Volusia County","Deltona, FL"
331,California,Los Angeles County,CA,"Hawthorne, California, Los Angeles County","Hawthorne, California",Hawthorne,Hawthorne,CA,Los Angeles,California,33.9147,-118.3476,331,217,429,545,612,240,390,292,619,161,270,563,712,716,785,209,500,530,280,327,337,"Hawthorne, Los Angeles County","Hawthorne, CA"
332,Indiana,Hamilton County,IN,"Carmel, Indiana, Hamilton County","Carmel, Indiana",Carmel,Carmel,IN,Hamilton,Indiana,39.965,-86.146,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Carmel, Hamilton County","Carmel, IN"
333,New Jersey,Passaic County,NJ,"Clifton, New Jersey, Passaic County","Clifton, New Jersey",Clifton,Clifton,NJ,Passaic,New Jersey,40.863,-74.1575,333,436,153,369,726,431,812,114,766,599,728,425,336,644,912,604,283,182,435,503,670,"Clifton, Passaic County","Clifton, NJ"
334,California,Sacramento County,CA,"Citrus Heights, California, Sacramento County","Citrus Heights, California",Citrus Heights,Citrus Heights,CA,Sacramento,California,38.6948,-121.288,334,461,130,416,32,229,284,144,253,564,117,275,66,547,313,598,219,198,694,754,359,"Citrus Heights, Sacramento County","Citrus Heights, CA"
335,California,Alameda County,CA,"Livermore, California, Alameda County","Livermore, California",Livermore,Livermore,CA,Alameda,California,37.6868,-121.7607,335,651,409,423,396,762,84,140,319,338,578,682,615,206,911,167,469,611,886,880,245,"Livermore, Alameda County","Livermore, CA"
336,California,San Joaquin County,CA,"Tracy, California, San Joaquin County","Tracy, California",Tracy,Tracy,CA,San Joaquin,California,37.7269,-121.4523,336,425,503,730,440,89,644,239,864,349,236,133,121,366,435,444,608,265,639,93,402,"Tracy, San Joaquin County","Tracy, CA"
337,California,Los Angeles County,CA,"Alhambra, California, Los Angeles County","Alhambra, California",Alhambra,Alhambra,CA,Los Angeles,California,34.084,-118.1355,337,619,530,840,161,246,209,913,102,394,500,240,716,545,234,785,217,327,712,832,612,"Alhambra, Los Angeles County","Alhambra, CA"
338,Washington,King County,WA,"Kirkland, Washington, King County","Kirkland, Washington",Kirkland,Kirkland,WA,King,Washington,47.697,-122.2057,338,578,615,167,682,274,291,687,406,190,237,423,335,762,651,84,396,409,583,140,538,"Kirkland, King County","Kirkland, WA"
339,New Jersey,Mercer County,NJ,"Trenton, New Jersey, Mercer County","Trenton, New Jersey",Trenton,Trenton,NJ,Mercer,New Jersey,40.2237,-74.7641,339,189,827,227,539,155,316,64,172,110,838,137,428,834,698,813,153,841,812,851,610,"Trenton, Mercer County","Trenton, NJ"
340,Utah,Weber County,UT,"Ogden, Utah, Weber County","Ogden, Utah",Ogden,Ogden,UT,Weber,Utah,41.2279,-111.9682,340,894,131,438,63,915,203,88,780,308,658,224,299,38,781,357,208,527,751,302,222,"Ogden, Weber County","Ogden, UT"
341,Alabama,Jefferson County,AL,"Hoover, Alabama, Jefferson County","Hoover, Alabama",Hoover,Hoover,AL,Jefferson,Alabama,33.3763,-86.8068,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Hoover, Jefferson County","Hoover, AL"
342,Illinois,Cook County,IL,"Cicero, Illinois, Cook County","Cicero, Illinois",Cicero,Cicero,IL,Cook,Illinois,41.8445,-87.7593,342,487,581,890,400,493,60,591,192,128,420,69,80,138,670,664,756,180,76,35,82,"Cicero, Cook County","Cicero, IL"
343,Indiana,Hamilton County,IN,"Fishers, Indiana, Hamilton County","Fishers, Indiana",Fishers,Fishers,IN,Hamilton,Indiana,39.9588,-85.9659,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Fishers, Hamilton County","Fishers, IN"
344,Texas,Fort Bend County,TX,"Sugar Land, Texas, Fort Bend County","Sugar Land, Texas",Sugar Land,Sugar Land,TX,Fort Bend,Texas,29.5935,-95.6358,344,443,454,257,193,856,528,225,633,295,145,559,164,61,757,561,794,142,352,575,418,"Sugar Land, Fort Bend County","Sugar Land, TX"
345,Connecticut,Fairfield County,CT,"Danbury, Connecticut, Fairfield County","Danbury, Connecticut",Danbury,Danbury,CT,Fairfield,Connecticut,41.4015,-73.4709,345,814,150,241,761,723,886,98,371,611,653,825,517,238,458,536,789,911,610,472,539,"Danbury, Fairfield County","Danbury, CT"
346,Idaho,Ada County,ID,"Meridian, Idaho, Ada County","Meridian, Idaho",Meridian,Meridian,ID,Ada,Idaho,43.6116,-116.3977,0,605,606,607,608,609,610,611,612,613,614,615,604,616,618,619,620,621,622,623,624,"Meridian, Ada County","Meridian, ID"
347,California,Riverside County,CA,"Indio, California, Riverside County","Indio, California",Indio,Indio,CA,Riverside,California,33.7346,-116.2346,347,779,639,359,349,831,239,579,133,236,864,96,608,424,672,269,742,435,622,736,53,"Indio, Riverside County","Indio, CA"
