city_id,State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,Average House Price 2020/2021,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State,County,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Population,city_name_id,city_state,city,state_id,state_name,county_name,lat,lng
0,NY,-0.1363171246915024,0.8512259500948026,0.8512259500948023,0.8551080875650446,New York,1.045961133651412,1.2301306312826743,1.2301306312826743,18.37820404385774,14.963376207122977,-0.6624571101191529,0.4231511614197472,-0.4430386131901309,New York,Queens County,0.3801404811703313,0.3645105994622734,0.3952810243476067,0.3228462771741303,0.4045815399323336,0.2968965313620778,-1.5695860979951488,0.5740117668657724,-0.1774589817588329,2.7715857961205845,-0.4054547066262102,0.0797134195873466,-0.3249242025473668,-0.4550579356572102,-0.4271066727762487,-0.4663186846175164,1.9782375596097312,-0.2487308967119325,-0.103936619595714,-0.3438383270983749,-5.687753438922755,-1.6947041124027344,7.58947672989506,1.6278108288225437,-0.5530424906532688,-1.3129253120857285,3.828219599083909,-0.2035959864625223,0.2262883552191547,0.006249376617128,-0.5911077814611994,-0.0162011835230776,23.673821641698478,"New York, New York, Queens County","New York, New York",New York,NY,New York,Queens,40.6943,-73.9249
1,CA,0.7379616486487173,0.0141441492508994,0.0141441492508995,1.139947770466883,Los Angeles,1.393000576384568,1.8829401687222649,1.882940168722264,10.94683889330507,9.795924868334884,-0.1658984537392886,0.8330718973667598,0.06680961214259,California,Los Angeles County,3.823856390267583,3.826669450074713,3.820850223284808,3.759571544315969,3.818642504624708,1.5612710656935809,-1.5415439116389906,-0.340362744019745,-0.149533307084815,1.2608419948806635,0.15571668363379,0.0283456929506592,-0.0938375429746072,0.3668973525549551,0.3415927656557807,-0.239607348093514,0.2883143856895257,0.1726537286607976,-0.2239015263342332,0.3218641264720282,-0.4513641884950615,0.0869289234308549,0.396169627830058,0.0926118752328037,0.2562181088454444,0.2507117126178244,1.1282010706135548,-0.2390616664116672,-0.5124106844002068,1.7859996169794967,0.0719670230384202,0.4173548668699723,10.737819597240913,"Los Angeles, California, Los Angeles County","Los Angeles, California",Los Angeles,CA,California,Los Angeles,34.1141,-118.4068
2,TX,-0.416097945338677,-0.7552474301028702,-0.75524743010287,-1.263387054017375,Houston,-0.588687017012552,-0.388226991310843,-0.3882269913108427,10.95365594473531,11.118277914769786,1.5141083953674306,2.2879563981512394,1.8083972082167956,Texas,Harris County,1.3495401142827486,1.3701590762294866,1.3294329704640548,1.1748974926848232,1.3719457511708697,1.2362795494856216,-1.347288038880878,0.5574620019628671,-0.2109697913676544,0.0260691385436509,-0.3520098123157339,-0.1354375422563822,-0.0129794797825924,0.5134032719816605,0.736110466861637,-0.4390040657592026,-0.219019844113158,-0.655066071178495,1.3991530942457333,0.3012221899272095,0.2729586900539472,0.9064801199143055,-0.2187849996570147,-0.5602888291674307,-0.034751994345104,-0.7716663419960369,0.529134459609195,0.6697463822851112,-0.8734468709665825,0.3599885548257978,-0.0938016780864847,-0.1327485088975534,5.907362804994074,"Houston, Texas, Harris County","Houston, Texas",Houston,TX,Texas,Harris,29.786,-95.3885
3,AZ,-0.3174827062382028,1.0273718396985418,1.027371839698542,0.7126882461141262,Phoenix,-0.2587893908091586,-0.0132009195038539,-0.0132009195038535,5.011719145240885,5.650088975328054,0.5429375216443356,1.050765641232266,0.7048128094633694,Arizona,Maricopa County,1.185470534769717,1.1940662268390412,1.1770432147139935,1.298860750303027,1.1376814740374666,0.4917747475442292,-0.000753235851544,-0.5745419173958548,0.6770666632661154,-0.376059952600587,0.0221044478575994,-0.0710565723785985,-0.1749228008267609,0.1404791134409556,0.250758793213195,-0.0716224421148866,-0.0689632409320821,1.4669065065913254,0.0513120832423695,-0.6044427759767109,-0.0925253312322496,0.7817658074059548,-0.3384518460869316,-0.595580759135011,0.5562810277606978,1.0866561219785695,0.0123340381441663,0.5079342175171476,-0.5717916361380976,0.0725754725312536,-0.2595703792113893,-0.3145623364817359,3.9546102218113073,"Phoenix, Arizona, Maricopa County","Phoenix, Arizona",Phoenix,AZ,Arizona,Maricopa,33.5722,-112.0892
4,TX,-0.416097945338677,-0.7552474301028702,-0.75524743010287,-1.263387054017375,San Antonio,-0.534322740779154,-0.2809910594094686,-0.2809910594094685,3.934625019263105,6.799019646707498,1.2374596225216556,0.7228461002772004,1.1976668001402213,Texas,Bexar County,0.1818139531466388,0.1831438594415021,0.1805102125349249,0.2144014963108594,0.1484319579213923,2.3069428030612142,-1.5073834300778528,-0.4148366860828187,-0.1942143865632437,-0.587374847554814,-0.2451200236947816,-0.4638934869813944,-0.7791663626480283,0.4106588609551399,0.6547666109429034,-0.6097204336236618,0.7277658664341037,0.9652581430523608,0.6370230984951402,-0.3335173588259658,0.2570102963978216,1.0252556556365455,-0.1938544066507821,-0.4897049692322702,-0.5894137535520875,-0.6092886509691295,-0.1880579620157425,0.0889958731179018,0.0315188335188729,-0.270109356358395,-0.7568764825861042,-0.2632815133169665,3.656072792813809,"San Antonio, Texas, Bexar County","San Antonio, Texas",San Antonio,TX,Texas,Bexar,29.4632,-98.5238
5,CA,0.7379616486487173,0.0141441492508994,0.0141441492508995,1.139947770466883,San Diego,1.1587379482142623,1.2335540791877186,1.2335540791877186,1.7814106317975769,2.585659089656775,-0.4892296897448176,-0.1598595295498197,-0.4426023812358336,California,San Diego County,0.798889974028555,0.8300642401573263,0.768579223826875,0.8905919024115919,0.7714893658280688,0.7070743336855878,-0.5060224481961367,-0.5960566117696318,-0.0992670926715827,0.6726296380304647,0.5298309438071236,0.5754455417312045,0.3536713935619316,-0.3770482902481852,-0.4881145647152985,0.4241378901635033,0.5419815005908677,-0.3540770530551155,-0.16744745257493,-0.8856891613998658,-0.0460091830685526,-0.3822344426719908,-0.1788960508470425,-0.1250216929006077,0.1743827673231028,1.2490338130054768,0.0439748802746788,-0.7377977906964837,0.3070464495826861,1.1061571338597098,0.5692731264131349,0.109669927881356,3.5040890093140384,"San Diego, California, San Diego County","San Diego, California",San Diego,CA,California,San Diego,32.8313,-117.1222
6,TX,-0.416097945338677,-0.7552474301028702,-0.75524743010287,-1.263387054017375,Dallas,-0.4620615116759197,-0.1779763270475211,-0.1779763270475212,4.106609488203137,5.111378990378755,0.9168790698213798,1.1542173361213814,1.038603181147998,Texas,Dallas County,0.4745570440792934,0.475894305297699,0.4732250181083147,0.3655360372820346,0.5068490236085069,1.0063932705162577,-1.2555136108061788,0.747784298346278,-0.2053846564328509,-0.0638185406532964,-0.3787322594709721,-0.2028749097170529,0.1130722484745966,0.4430043236857109,0.7957626278687077,-0.4868046487612513,-0.2583203830415347,0.0071097686929383,1.1733367992085209,0.2444568644289579,0.1905586561639676,0.930235227058754,-0.1938544066507821,-0.7191025140215417,-0.0165663628956947,-0.350687143037388,0.2760077225650995,0.873674041992681,-1.0824678210839578,0.3378798561877559,0.2377357241633252,-0.4870523780359602,3.2230836591766683,"Dallas, Texas, Dallas County","Dallas, Texas",Dallas,TX,Texas,Dallas,32.7935,-96.7667
7,CA,0.7379616486487173,0.0141441492508994,0.0141441492508995,1.139947770466883,San Jose,2.5502234714775205,1.039681304587739,1.039681304587739,1.4002400703982067,2.4086671288368784,-0.0241404825709156,-0.0114976510917021,-0.0226382074780677,California,Santa Clara County,0.1903371748747696,0.2108187310659847,0.1704471172445991,0.1426519685394359,0.2414305247898671,0.272974355124149,-1.2019785277626045,-0.784723931662752,-0.216554926302458,4.362755415589353,0.4496636023414092,2.782436120312763,2.2460970604632866,-1.2617918296432244,-1.372051132365533,2.0438947884614924,-1.290852723977981,-2.566346336261949,-0.7284598105580055,-1.0766270744394388,-0.1789124635362606,0.5620310663198126,-0.0176782160734044,-0.3544192376898794,0.9109008410241788,0.0702920559212602,0.503821785904786,0.8515079920244649,-0.9257021084959262,0.0559939485527226,-0.7568764825861042,-0.6035997034104361,2.4816924412042813,"San Jose, California, Santa Clara County","San Jose, California",San Jose,CA,California,Santa Clara,37.3012,-121.848
8,TX,-0.416097945338677,-0.7552474301028702,-0.75524743010287,-1.263387054017375,Austin,0.2923058540198299,-0.1142547255453956,-0.1142547255453955,1.5788468178704718,3.75422248274061,0.9621103323154112,0.1427187751803555,0.8287241094549863,Texas,Travis County,-0.1354102320962762,-0.1222862510848057,-0.1481366055410894,-0.1281445208986841,-0.0581709489439527,0.6662315937671731,-0.3102370016367787,-0.3585674854129408,-0.1439481721500114,-0.0512027260291634,-0.3787322594709721,0.4646855087040231,0.993232107126076,-0.032664245881514,-0.1044427109652736,1.4498018282931742,-0.951438978687454,-1.0915001474573929,-0.0368974070065416,-1.4636633846547895,-0.4128222371594254,-0.0615404962219441,-0.0575671648833768,-0.3485372493619492,0.4835385019630605,2.1812020392710565,-0.1690734567374354,-0.6136679108744844,0.2832940688875299,0.8850701474792917,-0.2595703792113893,-1.1350555071180457,2.158009868423873,"Austin, Texas, Travis County","Austin, Texas",Austin,TX,Texas,Travis,30.3005,-97.7522
9,FL,-1.326232406693348,-0.6547083893667225,-0.6547083893667229,-0.2842506440423071,Jacksonville,-0.5631274801841819,-0.2610750194892987,-0.2610750194892987,2.198419406430204,2.716246435539018,0.4435220243731125,0.7646284624415243,0.5528655013986327,Florida,Duval County,-0.2527102840774146,-0.2584134888567075,-0.2471573583557842,-0.2118551646385426,-0.2585131899019865,-0.7445933365575037,-0.1939893927421603,1.6075445850522074,-0.2109697913676544,-0.3776369294286035,-0.2718424708500196,-0.790664697139849,-0.4844471259338026,0.4582257179118624,0.7374661977936156,-0.3843748280425758,0.4240798838057363,1.5371372774867809,-0.1498055545251475,-0.2586903388509977,0.3154877398036128,0.1106840305753023,-0.2503637507982428,-0.46617701592055,0.0925474258007611,-0.2183793947932415,-0.2766523199811764,0.7384611371865752,-0.4245268758281281,-0.8172996476499302,-1.088413884835914,0.5339021922444481,2.03551133373815,"Jacksonville, Florida, Duval County","Jacksonville, Florida",Jacksonville,FL,Florida,Duval,30.3322,-81.6749
